solar_646,diesel_646,wind_646,battery_646
76.873,0.0,0.0,51.998
182.038,0.0,0.0,66.334
285.37,0.0,0.0,-32.219
255.733,0.0,0.0,3.282
289.098,0.0,0.0,-37.078
298.203,0.0,0.0,-30.391
299.364,0.0,0.0,-35.656
227.135,0.0,0.0,0.0
122.948,0.0,0.0,0.0
22.976,0.0,0.0,0.0
0.0,0.0,0.005,0.0
0.0,0.0,0.034,0.0
0.0,0.0,0.014,0.0
0.0,0.0,0.05,0.0
0.0,0.0,0.028,0.0
0.0,0.0,0.077,0.0
0.0,0.0,0.044,0.0
0.0,0.0,0.054,0.0
0.0,0.0,0.034,0.0
0.0,0.0,0.012,0.0
0.0,0.0,0.032,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.028,3.581
0.0,0.0,0.016,99.87
78.034,0.0,0.004,40.69
77.484,0.0,0.0,53.334
276.876,0.0,0.0,-109.554
317.574,0.0,0.0,-109.554
284.393,0.0,0.0,-0.659
272.293,0.0,0.0,0.0
229.518,0.0,0.0,0.0
117.326,0.0,0.016,0.0
61.96300000000001,0.0,0.055,0.0
6.6000000000000005,0.0,0.071,0.0
0.0,0.0,0.157,0.0
0.0,0.0,0.054,0.0
0.0,0.0,0.028,0.0
0.0,0.0,0.007,0.0
0.0,0.0,0.042,0.0
0.0,0.0,0.003,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.016,0.0
0.0,0.0,0.021,0.0
0.0,0.0,0.025,42.644
0.0,0.0,0.057,61.954
0.0,0.0,0.0,62.011
0.0,0.0,0.013,30.866
79.44,0.0,0.002,-41.217000000000006
185.21499999999997,0.0,0.0,-109.554
48.886,0.0,0.0,6.661
64.407,0.0,0.0,-14.593
144.151,0.0,0.0,-61.817
167.00599999999997,0.0,0.0,0.0
136.819,0.0,0.0,0.0
88.666,0.0,0.002,0.0
47.053,0.0,0.11,0.0
5.439,0.0,0.066,0.0
0.0,0.0,0.036,0.0
0.0,0.0,0.056,0.0
0.0,0.0,0.053,0.0
0.0,0.0,0.014,0.0
0.0,0.0,0.023,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
81.639,0.0,0.0,0.0
187.41599999999997,0.0,0.0,0.0
100.46,0.0,0.0,0.0
213.69199999999998,0.0,0.0,0.0
167.372,0.0,0.0,0.0
78.156,0.0,0.0,3.049
100.216,0.0,0.034,0.0
83.83899999999998,0.0,0.071,0.0
43.447,0.0,0.063,31.524
20.532,0.0,0.037,0.0
0.0,0.0,0.034,0.0
0.0,0.0,0.015,0.0
0.0,0.0,0.001,0.0
0.0,0.0,0.004,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
37.825,0.0,0.0,22.095
93.494,0.0,0.03,0.0
150.629,0.0,0.0,0.0
258.178,0.0,0.0,-10.072
149.835,0.0,0.013,0.0
195.665,0.0,0.071,0.0
198.72,0.0,0.085,0.0
160.345,0.0,0.095,0.0
89.461,0.0,0.0,0.0
15.705,0.0,0.008,0.0
0.0,0.0,0.065,0.0
0.0,0.0,0.031,0.0
0.0,0.0,0.058,0.0
0.0,0.0,0.085,0.0
0.0,0.0,0.066,0.0
0.0,0.0,0.195,0.0
0.0,0.0,0.302,0.0
0.0,0.0,0.262,0.0
0.0,0.0,0.382,0.0
0.0,0.0,0.59,0.0
0.0,0.0,0.988,0.0
0.0,0.0,0.977,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,27.019
98.505,0.0,1.0,109.554
218.03000000000003,0.0,0.426,13.283
305.169,0.0,0.992,-76.725
357.661,0.0,0.781,-109.555
376.97,0.0,0.543,-33.488
365.176,0.0,0.882,0.0
322.524,0.0,1.0,0.0
251.089,0.0,0.661,0.0
149.04,0.0,1.0,0.0
36.725,0.0,0.569,0.0
0.0,0.0,0.264,0.0
0.0,0.0,0.647,0.0
0.0,0.0,0.428,0.0
0.0,0.0,0.365,0.0
0.0,0.0,0.413,0.0
0.0,0.0,0.419,0.0
0.0,0.0,0.197,0.0
0.0,0.0,0.128,0.0
0.0,0.0,0.043,0.0
0.0,0.0,0.05,0.0
0.0,0.0,0.033,0.0
0.0,0.0,0.015,0.0
0.0,0.0,0.003,0.0
0.0,0.0,0.024,40.892
90.989,0.0,0.144,109.554
206.664,0.0,0.097,47.028
290.015,0.0,0.038,-36.396
351.672,0.0,0.175,-103.697
373.18199999999996,0.0,0.532,-79.675
364.871,0.0,0.918,0.0
323.318,0.0,1.0,0.0
244.795,0.0,1.0,0.0
145.557,0.0,0.951,0.0
36.175,0.0,0.44,0.0
0.0,0.0,0.257,0.0
0.0,0.0,0.523,0.0
0.0,0.0,0.949,0.0
0.0,0.0,0.687,0.0
0.0,0.0,0.767,0.0
0.0,0.0,0.979,0.0
0.0,0.0,0.87,0.0
0.0,0.0,0.993,0.0
0.0,0.0,0.96,0.0
0.0,0.0,0.954,0.0
0.0,0.0,0.849,0.0
0.0,0.0,0.75,0.0
0.0,0.0,0.313,39.833
0.0,0.0,0.075,23.039
89.03300000000002,0.0,0.101,96.68
204.342,0.0,0.149,31.12
287.754,0.0,0.142,-58.013
265.449,0.0,0.167,-34.361
294.658,0.0,0.114,-70.963
267.955,0.0,0.113,-36.374
241.801,0.0,0.118,-12.488
192.91499999999996,0.0,0.132,0.0
114.45400000000001,0.0,0.131,0.0
27.681999999999995,0.0,0.126,0.0
0.0,0.0,0.244,0.0
0.0,0.0,0.254,0.0
0.0,0.0,0.321,0.0
0.0,0.0,0.461,0.0
0.0,0.0,0.524,0.0
0.0,0.0,0.56,0.0
0.0,0.0,0.426,0.0
0.0,0.0,0.48,0.0
0.0,0.0,0.489,0.0
0.0,0.0,0.439,0.0
0.0,0.0,0.276,0.0
0.0,0.0,0.152,0.0
0.0,0.0,0.112,0.0
0.0,0.0,0.141,59.734
37.092,0.0,0.073,88.536
87.872,0.0,0.004,49.204
159.245,0.0,0.012,-20.943
202.998,0.0,0.045,-58.976
232.574,0.0,0.022,-104.684
213.447,0.0,0.018,-35.165
126.247,0.0,0.017,0.0
102.782,0.0,0.003,0.0
57.99100000000001,0.0,0.029,0.0
9.472,0.0,0.008,0.0
0.0,0.0,0.055,0.0
0.0,0.0,0.163,0.0
0.0,0.0,0.364,0.0
0.0,0.0,0.65,0.0
0.0,0.0,0.795,0.0
0.0,0.0,0.671,0.0
0.0,0.0,0.849,0.0
0.0,0.0,0.842,0.0
0.0,0.0,0.407,0.0
0.0,0.0,0.42,0.0
0.0,0.0,0.246,23.758
0.0,0.0,0.442,61.569
0.0,0.0,0.41,61.601
0.0,0.0,0.573,30.305
19.554,0.0,0.632,20.241
52.491,0.0,0.119,-1.582
243.81799999999998,0.0,0.003,-109.555
303.947,0.0,0.024,-108.631
351.0609999999999,0.0,0.065,0.0
348.25,0.0,0.075,0.0
311.097,0.0,0.08,0.0
242.901,0.0,0.08,0.0
141.585,0.0,0.058,0.0
35.809,0.0,0.088,0.0
0.0,0.0,0.089,0.0
0.0,0.0,0.196,0.0
0.0,0.0,0.242,0.0
0.0,0.0,0.341,0.0
0.0,0.0,0.35,0.0
0.0,0.0,0.461,0.0
0.0,0.0,0.518,0.0
0.0,0.0,0.63,0.0
0.0,0.0,0.695,0.0
0.0,0.0,0.778,0.0
0.0,0.0,0.804,45.113
0.0,0.0,0.852,61.159
0.0,0.0,0.816,61.195
0.0,0.0,0.871,30.007
80.967,0.0,0.774,-50.384
188.149,0.0,0.143,-109.555
265.389,0.0,0.043,-59.83
224.447,0.0,0.059,0.0
263.8,0.0,0.121,0.0
343.483,0.0,0.149,0.0
207.581,0.0,0.112,0.0
94.838,0.0,0.093,0.0
53.102,0.0,0.073,0.0
9.594,0.0,0.025,0.0
0.0,0.0,0.065,0.0
0.0,0.0,0.033,0.0
0.0,0.0,0.023,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.023,0.0
0.0,0.0,0.075,0.0
0.0,0.0,0.375,0.0
0.0,0.0,0.492,0.0
0.0,0.0,0.853,0.0
0.0,0.0,0.604,0.0
0.0,0.0,0.57,0.0
0.0,0.0,0.505,0.0
0.0,0.0,0.516,0.0
0.0,0.0,0.365,54.666
83.717,0.0,0.374,109.554
201.348,0.0,0.114,33.254
293.926,0.0,0.126,-54.383
358.21,0.0,0.252,-109.55499999999999
371.83700000000005,0.0,0.266,-55.83
362.304,0.0,0.246,0.0
321.729,0.0,0.265,0.0
253.16700000000003,0.0,0.416,0.0
148.246,0.0,0.344,0.0
38.62,0.0,0.187,0.0
0.0,0.0,0.172,0.0
0.0,0.0,0.246,0.0
0.0,0.0,0.39,0.0
0.0,0.0,0.262,0.0
0.0,0.0,0.31,0.0
0.0,0.0,0.247,0.0
0.0,0.0,0.334,0.0
0.0,0.0,0.409,0.0
0.0,0.0,0.456,0.0
0.0,0.0,0.569,0.0
0.0,0.0,0.444,0.0
0.0,0.0,0.425,0.0
0.0,0.0,0.335,0.0
0.0,0.0,0.194,55.274
91.416,0.0,0.852,109.554
205.931,0.0,0.338,32.646
297.959,0.0,0.259,-57.533
352.894,0.0,0.174,-108.095
374.892,0.0,0.126,-54.14
365.48199999999997,0.0,0.139,0.0
328.02299999999997,0.0,0.16,0.0
256.833,0.0,0.143,0.0
150.874,0.0,0.098,0.0
39.842,0.0,0.095,0.0
0.0,0.0,0.638,0.0
0.0,0.0,0.736,0.0
0.0,0.0,0.626,0.0
0.0,0.0,0.746,0.0
0.0,0.0,0.481,0.0
0.0,0.0,0.493,0.0
0.0,0.0,0.438,0.0
0.0,0.0,0.444,0.0
0.0,0.0,0.284,0.0
0.0,0.0,0.364,0.0
0.0,0.0,0.428,0.0
0.0,0.0,0.339,0.0
0.0,0.0,0.237,0.0
0.0,0.0,0.211,64.908
96.427,0.0,0.2,109.554
216.19700000000003,0.0,0.023,23.012
303.213,0.0,0.004,-60.411
355.032,0.0,0.0,-102.74
388.947,0.0,0.0,-56.616
378.987,0.0,0.0,0.0
336.823,0.0,0.0,0.0
257.628,0.0,0.0,0.0
158.512,0.0,0.012,0.0
43.447,0.0,0.064,0.0
0.0,0.0,0.148,0.0
0.0,0.0,0.092,0.0
0.0,0.0,0.034,0.0
0.0,0.0,0.06,0.0
0.0,0.0,0.042,0.0
0.0,0.0,0.021,0.0
0.0,0.0,0.031,0.0
0.0,0.0,0.03,0.0
0.0,0.0,0.03,0.0
0.0,0.0,0.04,0.0
0.0,0.0,0.047,0.0
0.0,0.0,0.099,0.0
0.0,0.0,0.166,0.0
0.0,0.0,0.238,53.168
94.655,0.0,0.429,109.554
211.125,0.0,0.178,34.752
295.208,0.0,0.091,-43.307
345.683,0.0,0.344,-91.877
364.565,0.0,0.32,-84.583
353.627,0.0,0.41,0.0
315.252,0.0,0.526,0.0
248.584,0.0,0.442,0.0
150.629,0.0,0.326,0.0
40.514,0.0,0.16,0.0
0.0,0.0,0.27,0.0
0.0,0.0,0.402,0.0
0.0,0.0,0.389,0.0
0.0,0.0,0.418,0.0
0.0,0.0,0.424,0.0
0.0,0.0,0.476,0.0
0.0,0.0,0.445,0.0
0.0,0.0,0.462,0.0
0.0,0.0,0.358,0.0
0.0,0.0,0.344,0.0
0.0,0.0,0.353,0.0
0.0,0.0,0.247,0.0
0.0,0.0,0.295,0.0
0.0,0.0,0.354,0.0
24.382,0.0,0.254,0.0
61.046,0.0,0.126,0.0
92.45500000000001,0.0,0.119,0.0
52.79699999999999,0.0,0.141,28.606
153.074,0.0,0.203,-31.836
40.82,0.0,0.324,0.0
42.592,0.0,0.339,0.0
0.611,0.0,0.562,0.0
0.0,0.0,0.646,0.0
0.0,0.0,0.279,0.0
0.0,0.0,0.225,0.0
0.0,0.0,0.116,0.0
0.0,0.0,0.006,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.117,0.0
0.0,0.0,0.032,0.0
0.0,0.0,0.105,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.003,0.0
0.0,0.0,0.024,0.0
0.0,0.0,0.033,19.985
0.0,0.0,0.002,62.009
0.0,0.0,0.05,61.961
0.0,0.0,0.051,30.827
22.487,0.0,0.033,22.693
66.057,0.0,0.005,-14.787
186.682,0.0,0.0,-109.554
199.393,0.0,0.0,-95.427
376.42,0.0,0.0,0.0
368.293,0.0,0.0,0.0
174.03300000000002,0.0,0.0,0.0
150.996,0.0,0.0,0.0
87.811,0.0,0.014,0.0
19.493,0.0,0.061,0.0
0.0,0.0,0.048,0.0
0.0,0.0,0.046,0.0
0.0,0.0,0.027,0.0
0.0,0.0,0.036,0.0
0.0,0.0,0.045,0.0
0.0,0.0,0.217,0.0
0.0,0.0,0.271,0.0
0.0,0.0,0.21,0.0
0.0,0.0,0.108,0.0
0.0,0.0,0.13,0.0
0.0,0.0,0.144,0.0
0.0,0.0,0.178,0.0
0.0,0.0,0.133,0.0
0.0,0.0,0.155,0.0
25.421,0.0,0.117,38.438
65.935,0.0,0.121,18.236
76.628,0.0,0.152,67.237
190.715,0.0,0.092,73.564
402.39,0.0,0.104,-109.554
395.6070000000001,0.0,0.145,-109.554
353.07699999999994,0.0,0.182,-0.6579999999999999
278.71,0.0,0.215,0.0
168.167,0.0,0.194,0.0
47.66400000000001,0.0,0.252,0.0
0.0,0.0,0.237,0.0
0.0,0.0,0.077,0.0
0.0,0.0,0.075,0.0
0.0,0.0,0.126,0.0
0.0,0.0,0.114,0.0
0.0,0.0,0.082,0.0
0.0,0.0,0.068,0.0
0.0,0.0,0.044,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.053,0.0
0.0,0.0,0.041,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.078,56.799
100.82700000000001,0.0,0.066,109.554
222.002,0.0,0.051,31.121
309.386,0.0,0.0,-52.424
361.754,0.0,0.0,-101.952
383.57000000000005,0.0,0.0,-65.392
374.281,0.0,0.0,0.0
335.234,0.0,0.0,0.0
265.755,0.0,0.0,0.0
166.456,0.0,0.0,0.0
48.764,0.0,0.0,0.0
0.0,0.0,0.015,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.067,0.0
0.0,0.0,0.072,0.0
0.0,0.0,0.043,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.006,0.0
0.0,0.0,0.034,0.0
0.0,0.0,0.059,0.0
0.0,0.0,0.1,0.0
0.0,0.0,0.076,0.0
0.0,0.0,0.06,0.0
0.0,0.0,0.089,47.53
96.06,0.0,0.129,109.554
212.16400000000002,0.0,0.134,40.39
295.147,0.0,0.143,-41.067
345.927,0.0,0.118,-86.77
366.76499999999993,0.0,0.06,-91.929
356.744,0.0,0.077,0.0
320.324,0.0,0.067,0.0
255.611,0.0,0.022,0.0
159.795,0.0,0.027,0.0
47.114000000000004,0.0,0.035,0.0
0.0,0.0,0.251,0.0
0.0,0.0,0.001,0.0
0.0,0.0,0.05,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.04,0.0
0.0,0.0,0.021,0.0
0.0,0.0,0.043,0.0
0.0,0.0,0.062,0.0
0.0,0.0,0.019,0.0
0.0,0.0,0.053,0.0
0.0,0.0,0.049,0.0
0.0,0.0,0.033,0.0
0.0,0.0,0.185,0.0
63.735,0.0,0.169,0.0
146.107,0.0,0.259,0.0
168.411,0.0,0.036,17.381
249.98900000000003,0.0,0.293,8.905
279.871,0.0,0.355,-28.262
268.199,0.0,0.438,-0.993
244.184,0.0,0.665,0.0
179.594,0.0,0.848,0.0
109.993,0.0,0.632,0.0
31.409,0.0,0.744,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,0.509,0.0
0.0,0.0,0.975,0.0
0.0,0.0,0.718,0.0
0.0,0.0,0.485,0.0
0.0,0.0,0.596,0.0
0.0,0.0,0.97,0.0
0.0,0.0,0.369,0.0
0.0,0.0,0.427,0.0
0.0,0.0,0.419,0.0
0.0,0.0,0.54,0.0
0.0,0.0,0.657,0.0
75.773,0.0,0.473,8.918
177.02700000000002,0.0,0.39,62.408
171.52800000000002,0.0,0.233,70.456
318.612,0.0,0.132,-68.174
336.151,0.0,0.136,-89.614
243.879,0.0,0.141,0.0
33.853,0.0,0.109,58.707
237.09599999999998,0.0,0.105,0.0
140.058,0.0,0.092,0.0
39.414,0.0,0.09,0.0
0.0,0.0,0.191,0.0
0.0,0.0,0.394,0.0
0.0,0.0,0.213,0.0
0.0,0.0,0.215,0.0
0.0,0.0,0.112,0.0
0.0,0.0,0.089,0.0
0.0,0.0,0.119,0.0
0.0,0.0,0.155,0.0
0.0,0.0,0.067,0.0
0.0,0.0,0.026,0.0
0.0,0.0,0.021,0.0
0.0,0.0,0.024,0.0
0.0,0.0,0.032,0.0
0.0,0.0,0.056,0.0
21.449,0.0,0.086,0.0
34.526,0.0,0.0,0.0
52.063,0.0,0.0,0.0
80.478,0.0,0.028,0.0
63.551,0.0,0.069,0.0
44.119,0.0,0.081,0.0
44.73,0.0,0.071,0.0
17.354,0.0,0.062,0.0
8.922,0.0,0.075,0.0
0.183,0.0,0.129,0.0
0.0,0.0,0.22,0.0
0.0,0.0,0.151,0.0
0.0,0.0,0.112,0.0
0.0,0.0,0.057,0.0
0.0,0.0,0.077,0.0
0.0,0.0,0.101,0.0
0.0,0.0,0.294,0.0
0.0,0.0,0.552,0.0
0.0,0.0,0.727,0.0
0.0,0.0,0.633,0.0
0.0,0.0,0.515,0.0
0.0,0.0,0.381,42.256
0.0,0.0,0.405,63.479
0.0,0.0,0.432,33.032
100.949,0.0,0.377,-75.08
219.985,0.0,0.181,-109.554
306.269,0.0,0.158,-35.133
359.616,0.0,0.206,0.0
381.37,0.0,0.222,0.0
372.876,0.0,0.205,0.0
337.37299999999993,0.0,0.198,0.0
271.132,0.0,0.195,0.0
166.884,0.0,0.203,0.0
52.858,0.0,0.16,0.0
0.0,0.0,0.146,0.0
0.0,0.0,0.467,0.0
0.0,0.0,0.384,0.0
0.0,0.0,0.521,0.0
0.0,0.0,0.533,0.0
0.0,0.0,0.562,0.0
0.0,0.0,0.436,0.0
0.0,0.0,0.386,0.0
0.0,0.0,0.404,0.0
0.0,0.0,0.355,0.0
0.0,0.0,0.313,0.0
0.0,0.0,0.325,0.0
0.0,0.0,0.304,0.0
0.0,0.0,0.268,68.469
95.87700000000001,0.0,0.272,109.554
211.981,0.0,0.03,19.451
296.614,0.0,0.01,-64.404
347.455,0.0,0.02,-109.554
368.72,0.0,0.077,-45.809
361.143,0.0,0.13,0.0
325.212,0.0,0.095,0.0
208.742,0.0,0.113,0.0
138.897,0.0,0.1,0.0
52.491,0.0,0.091,0.0
0.0,0.0,0.313,0.0
0.0,0.0,0.429,0.0
0.0,0.0,0.552,0.0
0.0,0.0,0.641,0.0
0.0,0.0,0.725,0.0
0.0,0.0,0.768,0.0
0.0,0.0,0.619,0.0
0.0,0.0,0.785,0.0
0.0,0.0,0.651,0.0
0.0,0.0,0.861,0.0
0.0,0.0,0.605,0.0
0.0,0.0,0.772,0.0
0.0,0.0,0.702,0.0
0.0,0.0,0.726,0.0
29.943,0.0,0.446,21.314
91.844,0.0,0.05,0.0
156.373,0.0,0.034,0.0
158.268,0.0,0.023,0.0
203.609,0.0,0.06,0.0
192.304,0.0,0.077,0.0
173.605,0.0,0.072,0.0
124.903,0.0,0.047,0.0
76.628,0.0,0.012,0.0
21.999,0.0,0.007,0.0
0.0,0.0,0.055,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.043,0.0
0.0,0.0,0.169,0.0
0.0,0.0,0.313,0.0
0.0,0.0,0.452,0.0
0.0,0.0,0.293,0.0
0.0,0.0,0.366,0.0
0.0,0.0,0.286,0.0
0.0,0.0,0.26,0.0
0.0,0.0,0.238,0.0
0.0,0.0,0.22,54.002
100.888,0.0,0.102,109.554
221.758,0.0,0.0,12.604
314.275,0.0,0.0,-76.151
368.1700000000001,0.0,0.022,-109.554
390.903,0.0,0.123,-34.062999999999995
384.12,0.0,0.145,0.0
345.011,0.0,0.187,0.0
278.099,0.0,0.19,0.0
173.178,0.0,0.168,0.0
57.80700000000001,0.0,0.107,0.0
0.0,0.0,0.074,0.0
0.0,0.0,0.094,0.0
0.0,0.0,0.126,0.0
0.0,0.0,0.164,0.0
0.0,0.0,0.22,0.0
0.0,0.0,0.147,0.0
0.0,0.0,0.189,0.0
0.0,0.0,0.185,0.0
0.0,0.0,0.085,0.0
0.0,0.0,0.034,0.0
0.0,0.0,0.019,0.0
0.0,0.0,0.031,0.0
0.0,0.0,0.046,0.0
0.0,0.0,0.091,70.464
101.255,0.0,0.123,109.554
215.892,0.0,0.025,17.456
299.486,0.0,0.008,-63.943
350.938,0.0,0.0,-109.554
371.898,0.0,0.03,-46.27
366.15400000000005,0.0,0.109,0.0
331.567,0.0,0.073,0.0
268.383,0.0,0.128,0.0
173.117,0.0,0.156,0.0
58.907,0.0,0.113,0.0
0.0,0.0,0.144,0.0
0.0,0.0,0.222,0.0
0.0,0.0,0.211,0.0
0.0,0.0,0.17,0.0
0.0,0.0,0.125,0.0
0.0,0.0,0.141,0.0
0.0,0.0,0.216,0.0
0.0,0.0,0.296,0.0
0.0,0.0,0.392,0.0
0.0,0.0,0.472,0.0
0.0,0.0,0.476,0.0
0.0,0.0,0.527,0.0
0.0,0.0,0.622,0.0
0.0,0.0,0.565,0.0
100.521,0.0,0.351,0.0
87.20000000000002,0.0,0.122,34.171
204.526,0.0,0.114,35.349
254.145,0.0,0.15,-5.868
290.014,0.0,0.235,-45.706
284.087,0.0,0.352,-25.794
244.734,0.0,0.323,0.0
70.09,0.0,0.493,4.42
50.658,0.0,0.491,22.077
33.426,0.0,0.377,0.0
0.0,0.0,0.387,0.0
0.0,0.0,0.606,0.0
0.0,0.0,0.44,0.0
0.0,0.0,0.557,0.0
0.0,0.0,0.492,0.0
0.0,0.0,0.354,0.0
0.0,0.0,0.323,0.0
0.0,0.0,0.275,0.0
0.0,0.0,0.302,0.0
0.0,0.0,0.234,0.0
0.0,0.0,0.213,0.0
0.0,0.0,0.245,0.0
0.0,0.0,0.267,0.0
0.0,0.0,0.326,0.0
0.0,0.0,0.235,108.588
77.667,0.0,0.164,62.39
209.415,0.0,0.139,-66.746
293.681,0.0,0.118,-109.554
382.653,0.0,0.099,-43.467999999999996
382.347,0.0,0.093,0.0
350.327,0.0,0.087,0.0
284.882,0.0,0.28,0.0
179.777,0.0,0.2,0.0
63.246,0.0,0.142,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.033,0.0
0.0,0.0,0.04,0.0
0.0,0.0,0.113,0.0
0.0,0.0,0.068,0.0
0.0,0.0,0.06,0.0
0.0,0.0,0.116,0.0
0.0,0.0,0.077,0.0
0.0,0.0,0.068,0.0
0.0,0.0,0.075,0.0
0.0,0.0,0.0,48.801
0.0,0.0,0.0,62.011
0.0,0.0,0.0,62.011
0.0,0.0,0.0,24.652
72.595,0.0,0.0,-47.943
193.58700000000002,0.0,0.0,-109.554
289.587,0.0,0.019,-62.269999999999996
