solar_646,wind_646,battery_646
327.677,0.0,-63.969
248.617,0.0,0.0
134.576,0.0,0.0
25.149,0.0,24.621
0.0,0.005,13.426
0.0,0.034,11.692
0.0,0.014,0.0
0.0,0.05,0.0
0.0,0.028,0.0
0.0,0.077,0.0
0.0,0.044,0.0
0.0,0.054,0.0
0.0,0.034,0.0
0.0,0.012,0.0
0.0,0.032,0.0
0.0,0.0,31.11
0.0,0.028,121.078
0.0,0.016,99.87
85.414,0.004,33.31
84.812,0.0,46.005
303.063,0.0,-145.026
347.609,0.0,-145.026
311.29,0.0,-134.085
298.046,0.0,0.0
251.22599999999997,0.0,0.0
128.422,0.016,0.0
67.823,0.055,0.0
7.223999999999999,0.071,0.0
0.0,0.157,0.0
0.0,0.054,0.0
0.0,0.028,0.0
0.0,0.007,0.0
0.0,0.042,0.0
0.0,0.003,0.0
0.0,0.0,0.0
0.0,0.0,40.314
0.0,0.016,61.994
0.0,0.021,61.989
0.0,0.025,61.985
0.0,0.057,61.954
0.0,0.0,62.011
0.0,0.013,30.866
86.953,0.002,-48.73
202.733,0.0,-145.026
53.509,0.0,2.038
70.498,0.0,-20.684
157.785,0.0,-101.288
182.80099999999996,0.0,-110.677
149.759,0.0,0.0
97.05199999999999,0.002,0.0
51.503,0.11,0.0
5.953,0.066,0.0
0.0,0.036,0.0
0.0,0.056,0.0
0.0,0.053,0.0
0.0,0.014,0.0
0.0,0.023,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,20.718
0.0,0.0,21.725
89.35999999999999,0.0,0.0
205.141,0.0,0.0
109.961,0.0,0.0
233.902,0.0,0.0
183.202,0.0,0.0
85.548,0.0,28.71
109.694,0.034,6.088
91.768,0.071,18.137
47.556,0.063,60.467
22.474,0.037,16.967
0.0,0.034,7.256
0.0,0.015,6.626
0.0,0.001,0.0
0.0,0.004,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,7.228
41.403,0.0,51.57
102.336,0.03,0.819
164.875,0.0,0.0
282.596,0.0,-34.49
164.006,0.013,0.0
214.171,0.071,0.0
217.51499999999996,0.085,0.0
175.51,0.095,0.0
97.922,0.0,10.363
17.19,0.008,24.785
0.0,0.065,8.322
0.0,0.031,7.659
0.0,0.058,0.0
0.0,0.085,0.0
0.0,0.066,0.0
0.0,0.195,0.0
0.0,0.302,0.0
0.0,0.262,0.0
0.0,0.382,0.0
0.0,0.59,0.0
0.0,0.988,0.0
0.0,0.977,0.0
0.0,1.0,0.0
0.0,1.0,7.35
107.821,1.0,107.315
238.651,0.426,-7.338
334.031,0.992,-105.587
391.487,0.781,-145.026
412.623,0.543,-145.026
399.714,0.882,-21.16
353.027,1.0,0.0
274.837,0.661,0.0
163.136,1.0,0.0
40.199,0.569,4.31
0.0,0.264,9.413
0.0,0.647,7.425
0.0,0.428,0.0
0.0,0.365,0.0
0.0,0.413,0.0
0.0,0.419,0.0
0.0,0.197,0.0
0.0,0.128,0.0
0.0,0.043,0.0
0.0,0.05,0.0
0.0,0.033,0.0
0.0,0.015,0.0
0.0,0.003,43.445
0.0,0.024,145.026
99.594,0.144,144.011
226.21,0.097,27.482
317.444,0.038,-63.825
384.932,0.175,-136.957
408.476,0.532,-145.026
399.379,0.918,-78.329
353.897,1.0,0.0
267.947,1.0,0.0
159.324,0.951,0.0
39.597,0.44,1.384
0.0,0.257,20.37
0.0,0.523,21.479
0.0,0.949,8.681
0.0,0.687,12.483
0.0,0.767,0.0
0.0,0.979,0.0
0.0,0.87,0.0
0.0,0.993,0.0
0.0,0.96,0.0
0.0,0.954,0.0
0.0,0.849,0.0
0.0,0.75,0.0
0.0,0.313,72.885
0.0,0.075,56.092
97.454,0.101,100.881
223.669,0.149,11.794
314.969,0.142,-85.228
290.555,0.167,-59.467
322.526,0.114,-98.831
293.297,0.113,-61.716
264.67,0.118,-35.357
211.161,0.132,0.0
125.278,0.131,0.0
30.300000000000004,0.126,8.078
0.0,0.244,12.43
0.0,0.254,11.696
0.0,0.321,0.0
0.0,0.461,0.259
0.0,0.524,0.0
0.0,0.56,0.0
0.0,0.426,0.0
0.0,0.48,0.0
0.0,0.489,0.0
0.0,0.439,0.0
0.0,0.276,0.0
0.0,0.152,0.0
0.0,0.112,108.109
0.0,0.141,111.657
40.6,0.073,85.028
96.183,0.004,40.893
174.306,0.012,-36.004
222.197,0.045,-78.175
254.57000000000002,0.022,-126.68
233.635,0.018,-110.575
138.188,0.017,-46.022
112.503,0.003,-23.384
63.475,0.029,0.0
10.367,0.008,0.0
0.0,0.055,0.0
0.0,0.163,0.0
0.0,0.364,0.0
0.0,0.65,0.0
0.0,0.795,0.0
0.0,0.671,0.0
0.0,0.849,0.0
0.0,0.842,24.288
0.0,0.407,61.604
0.0,0.42,61.59
0.0,0.246,61.764
0.0,0.442,61.569
0.0,0.41,61.601
0.0,0.573,30.305
21.404,0.632,18.392
57.456,0.119,-6.547
266.877,0.003,-145.026
332.693,0.024,-145.026
384.263,0.065,-127.538
381.186,0.075,0.0
340.519,0.08,0.0
265.874,0.08,0.0
154.976,0.058,0.0
39.196,0.088,0.0
0.0,0.089,0.0
0.0,0.196,0.0
0.0,0.242,0.0
0.0,0.341,0.0
0.0,0.35,0.0
0.0,0.461,0.0
0.0,0.518,0.0
0.0,0.63,44.996
0.0,0.695,61.316
0.0,0.778,61.233
0.0,0.804,61.207
0.0,0.852,61.159
0.0,0.816,61.195
0.0,0.871,30.007
88.624,0.774,-58.041
205.943,0.143,-145.026
290.488,0.043,-145.026
245.675,0.059,-76.044
288.749,0.121,0.0
375.969,0.149,0.0
227.214,0.112,0.0
103.80800000000002,0.093,0.0
58.124,0.073,0.0
10.501,0.025,0.0
0.0,0.065,0.0
0.0,0.033,0.0
0.0,0.023,0.0
0.0,0.0,0.0
0.0,0.023,0.0
0.0,0.075,0.0
0.0,0.375,0.0
0.0,0.492,0.0
0.0,0.853,0.0
0.0,0.604,0.0
0.0,0.57,0.0
0.0,0.505,0.0
0.0,0.516,93.877
0.0,0.365,143.356
91.63500000000002,0.374,129.668
220.391,0.114,14.211
321.724,0.126,-82.181
392.088,0.252,-144.405
407.004,0.266,-145.026
396.57,0.246,-52.524
352.158,0.265,0.0
277.111,0.416,0.0
162.267,0.344,0.0
42.272,0.187,0.0
0.0,0.172,6.919
0.0,0.246,6.395
0.0,0.39,0.0
0.0,0.262,0.0
0.0,0.31,0.0
0.0,0.247,0.0
0.0,0.334,0.0
0.0,0.409,0.0
0.0,0.456,0.0
0.0,0.569,0.0
0.0,0.444,0.0
0.0,0.425,0.0
0.0,0.335,87.382
0.0,0.194,143.366
100.06200000000001,0.852,123.881
225.40799999999996,0.338,13.169
326.139,0.259,-85.713
386.27000000000004,0.174,-141.471
410.34899999999993,0.126,-145.026
400.04800000000006,0.139,-51.927
359.04699999999997,0.16,0.0
281.124,0.143,0.0
165.143,0.098,0.0
43.61,0.095,0.0
0.0,0.638,6.094
0.0,0.736,5.541
0.0,0.626,0.0
0.0,0.746,0.0
0.0,0.481,0.0
0.0,0.493,0.0
0.0,0.438,0.0
0.0,0.444,0.0
0.0,0.284,0.0
0.0,0.364,0.0
0.0,0.428,0.0
0.0,0.339,0.0
0.0,0.237,97.27
0.0,0.211,145.026
105.54699999999998,0.2,124.617
236.645,0.023,2.565
331.891,0.004,-89.089
388.60999999999996,0.0,-136.318
425.73299999999995,0.0,-145.026
414.83,0.0,-53.704
368.67800000000005,0.0,0.0
281.994,0.0,0.0
173.504,0.012,0.0
47.556,0.064,0.0
0.0,0.148,10.279
0.0,0.092,9.404
0.0,0.034,0.0
0.0,0.06,0.0
0.0,0.042,0.0
0.0,0.021,0.0
0.0,0.031,0.0
0.0,0.03,0.0
0.0,0.03,0.0
0.0,0.04,0.0
0.0,0.047,0.0
0.0,0.099,0.0
0.0,0.166,80.571
0.0,0.238,142.133
103.60700000000001,0.429,123.941
231.093,0.178,14.784
323.129,0.091,-71.228
378.37699999999995,0.344,-124.571
399.0450000000001,0.32,-145.026
387.07300000000004,0.41,-83.313
345.068,0.526,0.0
272.094,0.442,0.0
164.875,0.326,0.0
44.346,0.16,0.0
0.0,0.27,10.064
0.0,0.402,7.383
0.0,0.389,0.0
0.0,0.418,0.0
0.0,0.424,0.0
0.0,0.476,0.0
0.0,0.445,0.0
0.0,0.462,0.0
0.0,0.358,0.0
0.0,0.344,0.0
0.0,0.353,0.0
0.0,0.247,0.0
0.0,0.295,0.0
0.0,0.354,0.0
26.687999999999995,0.254,0.0
66.82,0.126,0.0
101.19899999999998,0.119,0.0
57.79,0.141,24.168
167.551,0.203,-46.313
44.67999999999999,0.324,0.0
46.62,0.339,0.0
0.669,0.562,0.0
0.0,0.646,0.0
0.0,0.279,0.0
0.0,0.225,0.0
0.0,0.116,0.0
0.0,0.006,0.0
0.0,0.0,0.0
0.0,0.117,0.0
0.0,0.032,0.0
0.0,0.105,0.0
0.0,0.0,19.779
0.0,0.003,62.007
0.0,0.024,61.987
0.0,0.033,61.977
0.0,0.002,62.009
0.0,0.05,61.961
0.0,0.051,30.827
24.614,0.033,20.566
72.304,0.005,-21.034
204.338,0.0,-145.026
218.251,0.0,-145.026
412.021,0.0,-113.051
403.125,0.0,0.0
190.493,0.0,0.0
165.277,0.0,0.0
96.116,0.014,0.0
21.337,0.061,0.0
0.0,0.048,0.0
0.0,0.046,0.0
0.0,0.027,0.0
0.0,0.036,0.0
0.0,0.045,0.0
0.0,0.217,0.0
0.0,0.271,0.0
0.0,0.21,0.0
0.0,0.108,0.0
0.0,0.13,0.0
0.0,0.144,0.0
0.0,0.178,0.0
0.0,0.133,0.0
0.0,0.155,6.26
27.825,0.117,69.086
72.171,0.121,105.213
83.876,0.152,145.026
208.753,0.092,55.527
440.448,0.104,-145.026
433.023,0.145,-145.026
386.47,0.182,-121.199
305.07,0.215,-12.886
184.07199999999997,0.194,0.0
52.17099999999999,0.252,0.0
0.0,0.237,11.463
0.0,0.077,8.014
0.0,0.075,0.0
0.0,0.126,0.0
0.0,0.114,0.0
0.0,0.082,0.0
0.0,0.068,0.0
0.0,0.044,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.053,0.0
0.0,0.041,0.0
0.0,0.0,89.863
0.0,0.078,139.902
110.363,0.066,121.746
242.999,0.051,10.124
338.647,0.0,-81.685
395.968,0.0,-136.166
419.847,0.0,-145.026
409.68,0.0,-61.261
366.939,0.0,0.0
290.889,0.0,0.0
182.199,0.0,0.0
53.37500000000001,0.0,0.0
0.0,0.015,10.292
0.0,0.0,7.144
0.0,0.0,0.0
0.0,0.067,0.0
0.0,0.072,0.0
0.0,0.043,0.0
0.0,0.0,0.0
0.0,0.006,0.0
0.0,0.034,0.0
0.0,0.059,0.0
0.0,0.1,0.0
0.0,0.076,0.0
0.0,0.06,75.152
0.0,0.089,141.112
105.14600000000002,0.129,127.089
232.23,0.134,20.324
323.062,0.143,-68.982
378.644,0.118,-119.487
401.45300000000003,0.06,-145.026
390.484,0.077,-90.642
350.619,0.067,0.0
279.786,0.022,0.0
174.908,0.027,0.0
51.57000000000001,0.035,0.0
0.0,0.251,8.142
0.0,0.001,4.629
0.0,0.05,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.04,0.0
0.0,0.021,0.0
0.0,0.043,0.0
0.0,0.062,0.0
0.0,0.019,0.0
0.0,0.053,0.0
0.0,0.049,0.0
0.0,0.033,0.0
0.0,0.185,0.682
69.763,0.169,23.665
159.926,0.259,0.0
184.33900000000003,0.036,54.795
273.633,0.293,-14.738
306.34,0.355,-54.731
293.564,0.438,-26.358
267.278,0.665,-6.463
196.579,0.848,0.0
120.396,0.632,2.618
34.38,0.744,9.769
0.0,1.0,10.173
0.0,1.0,7.586
0.0,1.0,0.0
0.0,0.509,0.0
0.0,0.975,0.0
0.0,0.718,0.0
0.0,0.485,0.0
0.0,0.596,0.0
0.0,0.97,0.0
0.0,0.369,0.0
0.0,0.427,0.0
0.0,0.419,0.0
0.0,0.54,0.0
0.0,0.657,6.178
82.939,0.473,61.822
193.77,0.39,45.665
187.75,0.233,54.233
348.746,0.132,-98.308
367.9429999999999,0.136,-121.406
266.944,0.141,-0.689
37.055,0.109,88.557
259.52,0.105,-2.225
153.304,0.092,0.0
43.142,0.09,0.0
0.0,0.191,8.077
0.0,0.394,6.198
0.0,0.213,0.0
0.0,0.215,0.0
0.0,0.112,0.0
0.0,0.089,0.0
0.0,0.119,0.0
0.0,0.155,0.0
0.0,0.067,0.0
0.0,0.026,0.0
0.0,0.021,0.0
0.0,0.024,0.0
0.0,0.032,0.0
0.0,0.056,0.0
23.477,0.086,0.0
37.791,0.0,0.0
56.987,0.0,0.0
88.09,0.028,0.0
69.562,0.069,0.0
48.292,0.081,0.0
48.961,0.071,0.0
18.996,0.062,0.0
9.765,0.075,0.0
0.20100000000000004,0.129,0.0
0.0,0.22,0.0
0.0,0.151,0.0
0.0,0.112,0.0
0.0,0.057,0.0
0.0,0.077,0.0
0.0,0.101,0.0
0.0,0.294,0.0
0.0,0.552,0.0
0.0,0.727,0.0
0.0,0.633,57.113
0.0,0.515,63.104
0.0,0.381,63.55
0.0,0.405,63.479
0.0,0.432,33.032
110.496,0.377,-84.627
240.791,0.181,-145.026
335.235,0.158,-145.026
393.627,0.206,-49.457
417.439,0.222,0.0
408.14200000000005,0.205,0.0
369.28,0.198,0.0
296.775,0.195,0.0
182.66700000000003,0.203,0.0
57.857,0.16,0.0
0.0,0.146,0.0
0.0,0.467,0.0
0.0,0.384,0.0
0.0,0.521,0.0
0.0,0.533,0.0
0.0,0.562,0.0
0.0,0.436,0.0
0.0,0.386,0.0
0.0,0.404,0.0
0.0,0.355,0.0
0.0,0.313,0.0
0.0,0.325,0.0
0.0,0.304,117.692
0.0,0.268,145.026
104.945,0.272,118.395
232.029,0.03,-0.598
324.667,0.01,-92.457
380.31700000000006,0.02,-144.756
403.5930000000001,0.077,-145.026
395.299,0.13,-41.3
355.97,0.095,0.0
228.484,0.113,0.0
152.033,0.1,0.0
57.456,0.091,0.0
0.0,0.313,0.73
0.0,0.429,0.843
0.0,0.552,0.0
0.0,0.641,0.0
0.0,0.725,0.0
0.0,0.768,0.0
0.0,0.619,0.0
0.0,0.785,0.0
0.0,0.651,0.0
0.0,0.861,0.0
0.0,0.605,0.0
0.0,0.772,0.0
0.0,0.702,29.401
0.0,0.726,14.353
32.774,0.446,51.534
100.53,0.05,0.0
171.163,0.034,0.0
173.236,0.023,0.0
222.866,0.06,0.0
210.49200000000002,0.077,0.0
190.025,0.072,0.0
136.716,0.047,0.0
83.876,0.012,15.893
24.079,0.007,0.0
0.0,0.055,0.0
0.0,0.0,0.108
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.043,0.0
0.0,0.169,0.0
0.0,0.313,0.0
0.0,0.452,0.0
0.0,0.293,0.0
0.0,0.366,0.0
0.0,0.286,0.0
0.0,0.26,0.0
0.0,0.238,12.029
0.0,0.22,144.868
110.43,0.102,111.352
242.73100000000002,0.0,-8.369
343.998,0.0,-105.874
402.991,0.022,-145.026
427.87300000000005,0.123,-145.026
420.448,0.145,-19.841
377.641,0.187,0.0
304.401,0.19,0.0
189.55600000000004,0.168,0.0
63.275,0.107,0.0
0.0,0.074,7.951
0.0,0.094,8.123
0.0,0.126,0.0
0.0,0.164,0.0
0.0,0.22,0.0
0.0,0.147,0.0
0.0,0.189,0.0
0.0,0.185,0.0
0.0,0.085,0.0
0.0,0.034,0.0
0.0,0.019,0.0
0.0,0.031,0.0
0.0,0.046,112.726
0.0,0.091,141.409
110.831,0.123,110.904
236.31000000000003,0.025,-2.963
327.811,0.008,-92.268
384.129,0.0,-144.175
407.071,0.03,-145.026
400.784,0.109,-39.705
362.926,0.073,0.0
293.766,0.128,0.0
189.48999999999998,0.156,0.0
64.479,0.113,0.0
0.0,0.144,13.783
0.0,0.222,12.773
0.0,0.211,0.0
0.0,0.17,0.0
0.0,0.125,0.0
0.0,0.141,0.0
0.0,0.216,0.0
0.0,0.296,0.0
0.0,0.392,0.0
0.0,0.472,0.0
0.0,0.476,0.0
0.0,0.527,0.0
0.0,0.622,0.0
0.0,0.565,8.211
110.028,0.351,0.0
95.447,0.122,99.31
223.869,0.114,16.005
278.181,0.15,-29.904
317.443,0.235,-73.135
310.956,0.352,-52.663
267.881,0.323,-11.324
76.719,0.493,42.981
55.449,0.491,62.475
36.587,0.377,0.39
0.0,0.387,12.058
0.0,0.606,10.961
0.0,0.44,0.0
0.0,0.557,0.0
0.0,0.492,0.0
0.0,0.354,0.0
0.0,0.323,0.0
0.0,0.275,0.0
0.0,0.302,0.0
0.0,0.234,0.0
0.0,0.213,0.0
0.0,0.245,0.0
0.0,0.267,0.0
0.0,0.326,72.335
0.0,0.235,124.867
85.013,0.164,55.044
229.221,0.139,-86.552
321.456,0.118,-145.026
418.843,0.099,-145.026
418.509,0.093,-47.533
383.46,0.087,0.0
311.825,0.28,0.0
196.77999999999997,0.2,0.0
69.228,0.142,0.0
0.0,0.0,0.0
0.0,0.033,0.0
0.0,0.04,0.0
0.0,0.113,0.0
0.0,0.068,0.0
0.0,0.06,0.0
0.0,0.116,0.0
0.0,0.077,46.55
0.0,0.068,61.943
0.0,0.075,61.936
0.0,0.0,62.011
0.0,0.0,62.011
0.0,0.0,62.011
0.0,0.0,24.652
79.461,0.0,-54.809
211.896,0.0,-145.026
316.975,0.019,-145.026
423.392,0.005,-79.276
357.776,0.017,0.0
402.189,0.026,0.0
394.831,0.011,0.0
306.675,0.025,0.0
118.523,0.041,0.0
57.656,0.119,0.0
0.0,0.059,0.0
0.0,0.053,0.0
0.0,0.059,0.0
0.0,0.105,0.0
0.0,0.024,0.0
0.0,0.089,0.0
0.0,0.399,0.0
0.0,0.586,0.0
0.0,0.322,0.0
0.0,0.371,0.0
0.0,0.325,0.0
0.0,0.296,0.0
0.0,0.349,0.0
0.0,0.282,6.827
58.459,0.106,31.939
77.588,0.039,22.619
58.459,0.015,43.261
88.09,0.009,17.989
58.325,0.004,39.241
243.53399999999996,0.0,-134.846
221.796,0.0,-45.304
160.996,0.0,0.0
55.917,0.005,48.815
7.692,0.075,19.362
0.0,0.167,10.377
0.0,0.247,10.113
0.0,0.261,-4.862
0.0,0.177,-4.992
0.0,0.2,-62.845000000000006
0.0,0.122,-25.978
0.0,0.125,0.0
0.0,0.188,0.0
0.0,0.108,0.0
0.0,0.08,0.0
0.0,0.081,0.0
0.0,0.079,0.0
0.0,0.094,0.0
0.0,0.07,7.127
4.348,0.09,94.168
28.092000000000002,0.066,82.48
43.944,0.048,70.263
157.251,0.051,-34.606
189.28900000000002,0.071,-71.636
88.156,0.079,45.853
127.686,0.065,1.525
55.65,0.046,69.796
33.778,0.029,92.12
63.609,0.019,-20.051
0.0,0.03,17.0
0.0,0.041,14.261
0.0,0.013,-1.2009999999999998
0.0,0.008,-1.937
0.0,0.002,-62.647000000000006
0.0,0.0,-65.86
0.0,0.004,-65.864
0.0,0.0,-65.86
0.0,0.0,-65.86
0.0,0.012,-6.7669999999999995
0.0,0.02,0.0
0.0,0.049,0.0
0.0,0.068,0.0
0.0,0.194,0.0
27.691000000000003,0.216,63.831
26.352999999999998,0.034,74.585
102.203,0.058,0.0
200.191,0.101,0.0
183.603,0.154,0.0
229.688,0.202,0.0
251.025,0.225,-9.851
302.729,0.272,-59.061
195.71,0.279,0.0
70.231,0.168,0.0
0.0,0.271,4.001
0.0,0.484,2.726
0.0,0.484,0.0
0.0,0.661,0.0
0.0,0.531,0.0
0.0,0.339,0.0
0.0,0.433,0.0
0.0,0.616,0.0
0.0,0.675,0.0
0.0,0.573,0.0
0.0,0.413,0.0
0.0,0.407,0.0
0.0,0.411,15.901
0.0,0.421,8.598
22.206,0.337,65.655
56.385,0.215,39.805
105.48000000000002,0.142,0.0
392.824,0.139,-145.026
147.418,0.101,0.0
146.615,0.055,0.0
166.414,0.047,0.0
125.21200000000002,0.037,0.0
3.077,0.035,100.207
65.281,0.043,0.0
0.0,0.122,3.741
0.0,0.123,4.78
0.0,0.217,0.0
0.0,0.305,0.0
0.0,0.332,0.0
0.0,0.315,0.0
0.0,0.32,0.0
0.0,0.271,0.0
0.0,0.191,0.0
0.0,0.13,0.0
0.0,0.107,0.0
0.0,0.114,0.0
0.0,0.093,32.912
0.0,0.046,22.622
35.517,0.054,54.785
157.852,0.0,0.0
341.188,0.0,-115.319
407.272,0.0,-145.026
429.946,0.0,-145.026
427.87300000000005,0.0,-18.765
388.811,0.0,0.0
316.507,0.012,0.0
204.87299999999996,0.016,0.0
77.254,0.024,0.0
0.0,0.071,7.444
0.0,0.042,11.139
0.0,0.056,0.933
0.0,0.139,3.725
0.0,0.089,0.0
0.0,0.083,0.0
0.0,0.14,0.0
0.0,0.072,0.0
0.0,0.277,0.0
0.0,0.612,0.0
0.0,0.503,48.023
0.0,0.465,65.223
0.0,0.378,145.026
11.303999999999998,0.372,99.599
130.228,0.953,-0.127
259.921,0.802,-123.491
356.10400000000004,0.874,-145.026
412.48900000000003,0.887,-145.026
436.1,0.922,-10.467
427.004,0.966,0.0
388.20900000000006,0.988,0.0
317.31,1.0,0.0
211.896,1.0,0.0
81.2,1.0,0.0
0.0,0.807,0.0
0.0,0.575,0.0
0.0,0.851,0.0
0.0,0.791,0.0
0.0,0.872,0.0
0.0,1.0,0.0
0.0,0.777,0.0
0.0,0.527,32.564
0.0,0.163,65.798
0.0,0.505,64.838
0.0,0.154,66.704
0.0,0.254,66.215
0.0,0.296,67.536
11.504,0.247,17.457
125.54600000000002,0.281,-96.725
250.49,0.421,-145.026
340.854,0.359,-145.026
395.968,0.314,-37.359
419.57900000000006,0.319,0.0
413.225,0.268,0.0
388.611,0.27,0.0
307.946,0.222,0.0
204.47199999999998,0.214,0.0
78.725,0.206,0.0
0.0,0.448,0.0
0.0,0.465,0.0
0.0,0.61,0.0
0.0,0.34,0.0
0.0,0.465,0.0
0.0,0.499,0.0
0.0,0.486,0.0
0.0,0.235,0.0
0.0,0.149,0.0
0.0,0.262,0.0
0.0,0.203,0.0
0.0,0.151,0.0
0.0,0.269,142.463
14.514,0.222,145.026
131.967,0.074,93.624
259.988,0.025,-27.603
361.923,0.033,-128.561
405.733,0.015,-145.026
427.94,0.008,-122.947
359.515,0.0,0.0
340.921,0.0,0.0
261.326,0.0,0.0
206.34500000000003,0.0,0.0
44.546,0.0,0.0
0.0,0.007,7.986
0.0,0.008,9.21
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.019,0.0
0.0,0.044,0.0
0.0,0.075,0.0
0.0,0.089,0.0
0.0,0.155,0.0
0.0,0.163,0.0
0.0,0.194,0.0
0.0,0.124,0.0
0.0,0.115,9.446
0.268,0.103,7.307
73.308,0.187,90.776
167.818,0.14,68.221
237.18,0.073,-0.742
270.021,0.075,-31.218
318.714,0.183,-88.382
337.309,0.36,-94.386
224.337,0.48,0.0
197.315,0.576,0.0
139.86,0.648,0.0
47.423,0.632,0.0
0.0,0.566,7.072
0.0,0.421,7.743
0.0,0.211,0.0
0.0,0.172,0.0
0.0,0.233,0.0
0.0,0.091,0.0
0.0,0.099,0.0
0.0,0.112,0.0
0.0,0.131,0.0
0.0,0.103,0.0
0.0,0.121,0.0
0.0,0.05,0.0
0.0,0.031,122.727
3.211,0.004,131.176
118.12199999999999,0.03,108.627
236.845,0.0,3.767
331.891,0.0,-87.342
389.81500000000005,0.0,-143.543
413.89399999999995,0.0,-145.026
407.5400000000001,0.0,-48.227
371.622,0.0,0.0
300.387,0.0,0.0
192.232,0.0,0.0
74.311,0.0,0.0
0.0,0.085,10.079
0.0,0.056,8.816
0.0,0.052,-5.765
0.0,0.028,-5.843
0.0,0.047,-9.42
0.0,0.036,0.0
0.0,0.047,0.0
0.0,0.034,0.0
0.0,0.021,0.0
0.0,0.075,0.0
0.0,0.081,0.0
0.0,0.155,0.0
0.0,0.114,0.0
0.0,0.085,3.402
17.591,0.059,74.237
24.948999999999998,0.003,78.793
79.127,0.0,27.941
110.697,0.063,3.477
118.055,0.108,-12.079
142.936,0.476,-17.596
91.033,0.292,22.075
78.993,0.263,35.056
