Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4, Node5, Magnitude5, Angle5, pu5, Node6, Magnitude6, Angle6, pu6
"BUS3001", 13.8, 1,    8145.96,  -30.6,    1.0224, 2,    8150.56, -150.4,     1.023, 3,    8155.75,   89.5,    1.0236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3003", 13.8, 1,    8098.22,  -30.9,    1.0164, 2,    8121.85, -150.6,    1.0194, 3,    8115.18,   89.4,    1.0185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3002", 13.8, 1,     8098.2,  -30.9,    1.0164, 2,    8121.82, -150.6,    1.0194, 3,    8115.16,   89.4,    1.0185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3004", 13.8, 1,    8098.21,  -30.9,    1.0164, 2,    8121.84, -150.6,    1.0194, 3,    8115.17,   89.4,    1.0185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3005", 13.8, 1,    8057.42,  -31.1,    1.0113, 2,    8097.46, -150.7,    1.0163, 3,    8080.52,   89.3,    1.0142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3006", 13.8, 1,    8057.34,  -31.1,    1.0113, 2,    8097.38, -150.7,    1.0163, 3,    8080.44,   89.3,    1.0142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3007", 13.8, 1,    8057.28,  -31.1,    1.0113, 2,    8097.32, -150.7,    1.0163, 3,    8080.39,   89.3,    1.0142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3008", 13.8, 1,    8055.62,  -31.1,    1.0111, 2,    8096.33, -150.7,    1.0162, 3,    8078.53,   89.3,    1.0139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3009", 13.8, 1,    8055.12,  -31.1,     1.011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3010", 13.8, 1,    8054.32,  -31.1,    1.0109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3011", 13.8, 1,    8053.88,  -31.1,    1.0108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3012", 13.8, 1,    8053.61,  -31.1,    1.0108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3013", 13.8, 2,    8096.13, -150.7,    1.0162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3014", 13.8, 2,    8095.93, -150.7,    1.0161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3015", 13.8, 1,    8051.97,  -31.1,    1.0106, 2,    8093.49, -150.8,    1.0158, 3,    8073.89,   89.2,    1.0134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3016", 13.8, 2,     8093.1, -150.8,    1.0158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3017", 13.8, 2,     8092.8, -150.8,    1.0157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3018", 13.8, 3,    8073.27,   89.2,    1.0133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3019", 13.8, 3,    8072.56,   89.2,    1.0132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3020", 13.8, 3,    8072.01,   89.2,    1.0131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3021", 13.8, 3,    8071.79,   89.2,    1.0131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3022", 13.8, 1,    8048.46,  -31.2,    1.0102, 2,    8091.45, -150.8,    1.0156, 3,    8070.03,   89.2,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3023", 13.8, 1,    8047.95,  -31.2,    1.0101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3024", 13.8, 1,    8047.36,  -31.2,      1.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3025", 13.8, 1,    8047.06,  -31.2,      1.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3026", 13.8, 1,    8047.88,  -31.2,    1.0101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3027", 13.8, 1,    8046.87,  -31.2,      1.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3028", 13.8, 1,    8046.44,  -31.2,    1.0099, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3029", 13.8, 1,    8046.26,  -31.2,    1.0099, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3030", 13.8, 1,    8045.79,  -31.2,    1.0098, 2,    8088.58, -150.8,    1.0152, 3,    8066.43,   89.1,    1.0124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3035", 13.8, 1,    8045.56,  -31.2,    1.0098, 2,    8088.16, -150.8,    1.0152, 3,    8066.65,   89.1,    1.0125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3036", 13.8, 1,       8045,  -31.2,    1.0097, 2,    8087.09, -150.8,     1.015, 3,    8067.26,   89.1,    1.0125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3037", 13.8, 1,    8044.74,  -31.2,    1.0097, 2,    8086.57, -150.8,     1.015, 3,    8067.58,   89.1,    1.0126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3038", 13.8, 1,    8044.26,  -31.2,    1.0096, 2,    8085.62, -150.9,    1.0148, 3,     8068.2,   89.1,    1.0126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3039", 13.8, 1,    8043.84,  -31.2,    1.0096, 2,    8084.75, -150.9,    1.0147, 3,    8068.79,   89.1,    1.0127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3053", 13.8, 1,    8043.39,  -31.2,    1.0095, 2,    8083.81, -150.9,    1.0146, 3,    8069.48,   89.1,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3054", 13.8, 1,    8043.37,  -31.2,    1.0095, 2,    8083.79, -150.9,    1.0146, 3,    8069.46,   89.1,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3055", 13.8, 2,    8070.93, -150.9,     1.013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3056", 13.8, 2,    8070.38, -150.9,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3057", 13.8, 2,    8069.77, -151.0,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3058", 13.8, 2,    8069.28, -151.0,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3059", 13.8, 2,    8068.71, -151.0,    1.0127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3060", 13.8, 2,    8068.61, -151.0,    1.0127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3061", 13.8, 2,    8068.53, -151.0,    1.0127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3062", 13.8, 2,    8068.52, -151.0,    1.0127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3063", 13.8, 2,    8067.58, -151.0,    1.0126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3064", 13.8, 2,    8066.97, -151.0,    1.0125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3065", 13.8, 2,    8066.42, -151.0,    1.0124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3066", 13.8, 2,    8066.21, -151.0,    1.0124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3067", 13.8, 2,    8065.87, -151.0,    1.0124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3040", 13.8, 1,     8046.1,  -31.2,    1.0099, 2,    8088.16, -150.8,    1.0152, 3,    8065.66,   89.1,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3044", 13.8, 3,    8065.45,   89.1,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3045", 13.8, 3,    8065.17,   89.1,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3041", 13.8, 3,     8065.4,   89.1,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3042", 13.8, 3,       8065,   89.1,    1.0122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3043", 13.8, 3,    8064.76,   89.1,    1.0122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
