Hour,Load (kW)
523,254.74
524,244.742
525,230.073
526,202.22
527,131.92
528,159.041
529,143.261
530,133.482
531,132.876
532,132.819
533,140.48
534,139.577
535,196.738
536,200.901
537,290.405
538,343.668
539,343.158
540,362.551
541,359.914
542,364.469
543,356.269
544,351.419
545,349.695
546,346.905
547,332.935
548,321.351
549,291.314
550,205.253
551,133.503
552,161.116
553,142.808
554,131.802
555,129.499
556,128.95
557,155.39
558,154.488
559,208.05
560,202.56
561,282.701
562,338.289
563,337.869
564,357.54
565,353.078
566,362.824
567,353.24
568,344.505
569,342.004
570,343.684
571,331.424
572,311.788
573,282.038
574,198.037
575,133.298
576,161.026
577,142.696
578,133.042
579,132.624
580,132.492
581,140.628
582,138.749
583,194.08
584,195.965
585,286.143
586,338.261
587,334.342
588,357.036
589,354.488
590,359.063
591,351.773
592,346.151
593,342.562
594,339.915
595,327.539
596,314.586
597,283.229
598,198.175
599,130.52
600,159.369
601,141.017
602,130.321
603,129.598
604,128.55
605,135.301
606,134.302
607,188.68
608,189.729
609,281.741
610,335.686
611,333.55
612,356.879
613,355.51
614,361.7
615,351.936
616,345.241
617,343.059
618,342.26
619,331.189
620,321.519
621,291.472
622,204.632
623,133.503
624,161.098
625,143.25
626,133.552
627,132.134
628,131.657
629,159.301
630,159.81
631,218.434
632,214.112
633,287.258
634,336.587
635,331.649
636,349.977
637,350.165
638,361.193
639,354.913
640,346.016
641,342.091
642,340.696
643,327.801
644,307.765
645,277.15
646,191.301
647,130.671
648,158.509
649,137.192
650,127.595
651,128.252
652,128.252
653,136.28
654,135.807
655,174.893
656,177.787
657,242.523
658,281.144
659,321.064
660,346.11
661,339.127
662,348.918
663,343.372
664,334.56
665,325.753
666,318.916
667,288.271
668,234.747
669,219.288
670,160.615
671,115.538
672,146.625
673,122.175
674,112.242
675,110.764
676,108.399
677,114.232
678,113.735
679,147.621
680,141.696
681,173.855
682,150.615
683,199.312
684,230.06
685,254.561
686,257.127
687,255.332
688,252.501
689,251.773
690,218.386
691,225.164
692,211.047
693,196.285
694,174.135
695,112.688
696,142.677
697,120.093
698,112.119
699,112.284
700,112.291
701,118.38
702,117.227
703,167.789
704,162.224
705,247.421
706,296.847
707,295.508
708,324.98
709,315.605
710,317.026
711,311.611
712,306.192
713,303.67
714,305.486
715,297.481
716,285.16
717,250.646
718,174.316
719,112.783
720,141.758
721,113.509
722,103.161
723,101.396
724,100.144
725,120.93
726,119.819
727,171.646
728,160.295
729,240.957
730,291.749
731,289.83
732,318.795
733,303.653
734,300.395
735,296.591
736,294.583
737,293.385
738,292.94
739,286.264
740,267.6
741,237.584
742,165.586
743,112.433
744,145.285
745,122.396
746,113.873
747,113.538
748,113.53
749,120.983
750,121.159
751,173.061
752,169.722
753,258.328
754,313.49
755,312.676
756,334.412
757,325.43
758,327.449
759,320.087
760,318.578
761,318.55
762,320.73
763,312.589
764,301.466
765,270.764
766,188.968
767,125.598
768,154.88
769,132.765
770,122.723
771,122.268
772,122.415
773,129.556
774,127.44
775,178.58
776,176.45
777,265.102
778,318.438
779,319.788
780,342.534
781,333.553
782,336.021
783,331.268
784,328.067
785,327.57
786,327.38
787,323.276
788,312.12
789,279.739
790,191.687
791,128.223
792,157.482
793,138.281
794,128.738
795,129.66
796,130.151
797,157.411
798,157.745
799,214.144
800,207.733
801,281.131
802,331.717
803,330.22
804,348.536
805,345.924
806,352.113
807,346.014
808,339.697
809,337.512
810,333.811
811,325.194
812,305.212
813,274.023
814,188.076
815,128.721
816,156.976
817,135.41
818,125.493
819,125.367
820,125.322
821,132.655
822,131.785
823,168.104
824,168.881
825,235.382
826,271.979
827,306.914
828,328.762
829,320.819
830,324.921
831,321.365
832,317.039
833,316.014
834,315.162
835,292.863
836,244.473
837,227.802
838,166.1
839,121.454
840,151.266
841,128.558
842,119.427
843,119.247
844,118.747
845,126.11
846,126.374
847,163.99
848,166.707
849,201.279
850,182.313
851,226.527
852,251.148
853,276.197
854,273.747
855,267.776
856,262.34
857,260.464
858,220.876
859,231.804
860,218.623
861,203.96
862,181.742
863,118.672
864,148.718
865,128.429
866,119.66
867,119.862
868,120.642
869,129.293
870,128.803
871,182.5
872,181.42
873,266.767
874,315.063
875,311.04
876,335.417
877,324.604
878,325.865
879,320.897
880,318.765
881,318.295
882,318.139
883,315.397
884,305.52
885,276.683
886,193.406
887,129.887
888,159.132
889,139.895
890,129.841
891,130.285
892,130.425
893,157.396
894,158.05
895,214.38
896,208.953
897,285.144
898,336.201
899,335.973
900,354.733
901,357.51
902,364.674
903,356.768
904,351.134
905,349.167
906,343.848
907,333.914
908,313.81
909,284.524
910,195.667
911,131.34
912,159.19
913,140.857
914,130.71
915,129.828
916,129.689
917,137.454
918,135.691
919,187.926
920,188.252
921,272.998
922,318.016
923,310.414
924,329.467
925,316.873
926,316.838
927,312.369
928,307.152
929,306.903
930,304.301
931,298.526
932,283.836
933,251.139
934,175.703
935,114.661
936,144.489
937,119.973
938,110.925
939,110.421
940,109.886
941,116.297
942,114.815
943,165.62
944,160.069
945,245.731
946,292.469
947,284.585
948,311.977
949,298.605
950,298.877
951,296.03
952,293.61
953,293.848
954,292.491
955,289.533
956,275.23
957,240.912
958,167.126
959,108.404
960,140.433
961,114.306
962,104.553
963,103.278
964,102.412
965,122.993
966,122.172
967,173.993
968,161.326
969,237.384
970,282.584
971,274.53
972,304.469
973,290.596
974,288.418
975,284.072
976,280.468
977,280.204
978,277.049
979,274.358
980,251.673
981,219.758
982,150.055
983,96.707
984,130.23
985,101.193
986,94.807
987,96.733
988,97.863
989,103.283
990,101.471
991,137.537
992,131.722
993,200.828
994,235.479
995,274.833
996,304.033
997,287.194
998,286.871
999,284.228
1000,280.364
1001,281.454
1002,281.965
1003,263.499
1004,213.643
1005,202.078
1006,147.483
1007,104.907
1008,137.093
1009,112.245
1010,104.942
1011,103.835
1012,102.742
1013,106.741
1014,103.428
1015,137.532
1016,130.055
1017,163.663
1018,142.791
1019,192.391
1020,225.833
1021,253.325
1022,256.67
1023,253.809
1024,250.77
1025,251.617
1026,215.48
1027,225.709
1028,212.574
1029,199.975
1030,179.162
1031,117.028
1032,146.54
1033,124.9
1034,115.101
1035,114.113
1036,113.24
1037,117.841
1038,112.248
1039,160.006
1040,154.758
1041,243.856
1042,297.881
1043,298.384
1044,331.031
1045,321.814
1046,320.79
1047,315.649
1048,312.18
1049,311.649
1050,309.792
1051,306.19
1052,294.056
1053,263.991
1054,184.746
1055,122.548
1056,152.75
1057,131.742
1058,122.878
1059,123.023
1060,122.53
1061,146.322
1062,143.604
1063,196.785
1064,189.15
1065,269.933
1066,321.972
1067,317.444
1068,338.121
1069,328.207
1070,330.305
1071,323.224
1072,319.675
1073,319.899
1074,317.966
1075,312.588
1076,294.874
1077,265.903
1078,186.183
1079,128.083
1080,157.691
1081,137.344
1082,126.695
1083,126.72
1084,126.36
1085,133.227
1086,131.405
1087,184.595
1088,186.846
1089,278.654
1090,331.233
1091,328.604
1092,346.241
1093,337.226
1094,341.577
1095,336.291
1096,334.367
1097,332.976
1098,327.996
1099,321.98
1100,310.536
1101,279.66
1102,195.023
1103,129.184
1104,157.439
1105,137.301
1106,126.585
1107,126.254
1108,125.72
1109,132.409
1110,131.568
1111,184.858
1112,184.895
1113,272.955
1114,326.125
1115,325.811
1116,345.86
1117,339.979
1118,342.716
1119,335.77
1120,333.562
1121,329.989
1122,326.086
1123,320.697
1124,307.244
1125,276.188
1126,194.422
1127,130.32
1128,159.193
1129,140.383
1130,130.269
1131,130.447
1132,130.453
1133,157.374
1134,157.39
1135,210.124
1136,208.54
1137,283.572
1138,333.856
1139,331.726
1140,349.421
1141,341.009
1142,345.719
1143,334.606
1144,329.416
1145,329.431
1146,328.365
1147,323.062
1148,303.456
1149,273.673
1150,191.908
1151,131.045
1152,159.793
1153,139.219
1154,128.667
1155,129.32
1156,129.269
1157,137.151
1158,136.723
1159,172.017
1160,179.421
1161,249.86
1162,293.435
1163,334.767
1164,356.28
1165,352.786
1166,362.669
1167,355.157
1168,345.268
1169,344.61
1170,341.564
1171,313.467
1172,265.21
1173,250.703
1174,184.035
1175,131.565
1176,159.473
1177,141.89
1178,132.309
1179,131.546
1180,131.544
1181,139.808
1182,139.298
1183,176.943
1184,186.449
1185,219.368
1186,202.715
1187,250.189
1188,271.82
1189,302.877
1190,306.94
1191,306.714
1192,302.821
1193,297.748
1194,256.964
1195,263.098
1196,250.744
1197,236.109
1198,208.64
1199,133.365
1200,160.403
1201,142.474
1202,133.413
1203,132.002
1204,131.95
1205,139.96
1206,139.063
1207,176.745
1208,185.838
1209,218.781
1210,202.252
1211,249.116
1212,268.708
1213,300.706
1214,307.585
1215,301.948
1216,298.582
1217,294.861
1218,253.092
1219,259.74
1220,250.382
1221,235.423
1222,207.857
1223,133.055
1224,160.273
1225,144.958
1226,135.567
1227,133.973
1228,133.565
1229,160.956
1230,160.838
1231,216.81
1232,216.491
1233,291.987
1234,343.624
1235,342.926
1236,360.912
1237,356.063
1238,363.611
1239,359.03
1240,353.111
1241,352.121
1242,347.552
1243,337.491
1244,318.324
1245,288.806
1246,203.906
1247,135.46
1248,162.061
1249,144.755
1250,136.069
1251,134.295
1252,133.875
1253,141.931
1254,141.19
1255,196.492
1256,205.157
1257,293.95
1258,345.082
1259,344.823
1260,368.326
1261,364.835
1262,372.757
1263,365.259
1264,360.779
1265,356.136
1266,348.59
1267,337.961
1268,325.769
1269,295.197
1270,208.213
1271,133.943
1272,161.668
1273,144.569
1274,135.541
1275,134.431
1276,134.366
1277,142.677
1278,142.112
1279,199.317
1280,206.864
1281,295.499
1282,350.484
1283,354.933
1284,376.437
1285,371.878
1286,374.505
1287,364.284
1288,359.196
1289,355.427
1290,349.248
1291,338.346
1292,327.646
1293,297.471
1294,208.758
1295,133.632
1296,161.078
1297,143.001
1298,133.161
1299,132.751
1300,133.615
1301,161.476
1302,161.365
1303,217.71
1304,217.563
1305,293.752
1306,343.346
1307,344.347
1308,370.063
1309,367.931
1310,368.86
1311,362.17
1312,357.725
1313,355.164
1314,350.295
1315,334.317
1316,316.929
1317,288.726
1318,203.351
1319,134.03
1320,161.612
1321,141.745
1322,132.748
1323,131.488
1324,131.574
1325,140.187
1326,139.77
1327,180.833
1328,188.924
1329,259.363
1330,303.629
1331,347.58
1332,373.937
1333,375.111
1334,382.24
1335,363.752
1336,345.912
1337,335.164
1338,326.482
1339,295.538
1340,245.55
1341,224.227
1342,159.287
1343,112.694
1344,140.58
1345,114.096
1346,104.347
1347,103.701
1348,103.571
1349,109.387
1350,107.609
1351,138.611
1352,137.625
1353,171.527
1354,145.63
1355,190.796
1356,222.062
1357,245.553
1358,247.807
1359,243.701
1360,240.42
1361,245.932
1362,208.028
1363,213.02
1364,201.778
1365,189.982
1366,170.433
1367,109.944
1368,140.626
1369,117.466
1370,108.482
1371,108.485
1372,108.497
1373,115.41
1374,115.057
1375,162.957
1376,166.358
1377,261.507
1378,317.545
1379,314.511
1380,336.598
1381,329.576
1382,332.805
1383,327.359
1384,327.257
1385,326.901
1386,326.347
1387,319.307
1388,314.345
1389,286.475
1390,201.123
1391,133.012
1392,161.465
1393,143.827
1394,133.746
1395,132.95
1396,132.44
1397,158.616
1398,158.684
1399,212.726
1400,213.268
1401,291.662
1402,344.38
1403,344.469
1404,363.938
1405,361.002
1406,365.864
1407,357.249
1408,354.562
1409,351.818
1410,347.906
1411,331.415
1412,310.033
1413,276.11
1414,191.027
1415,128.487
1416,156.537
1417,135.353
1418,123.563
1419,121.325
1420,119.111
1421,123.995
1422,121.305
1423,167.194
1424,168.639
1425,258.773
1426,310.489
1427,307.99
1428,334.438
1429,323.652
1430,322.228
1431,318.613
1432,319.577
1433,317.461
1434,312.434
1435,302.688
1436,295.742
1437,262.927
1438,183.157
1439,120.56
1440,151.64
1441,128.488
1442,117.046
1443,116.685
1444,116.971
1445,123.973
1446,123.937
1447,173.38
1448,176.044
1449,268.696
1450,322.531
1451,316.097
1452,336.666
1453,327.763
1454,332.374
1455,326.159
1456,318.508
1457,316.904
1458,314.069
1459,307.598
1460,302.792
1461,273.706
1462,191.607
1463,127.551
1464,156.829
1465,136.834
1466,126.13
1467,125.295
1468,124.297
1469,151.219
1470,152.857
1471,205.386
1472,203.415
1473,281.975
1474,334.057
1475,332.098
1476,353.915
1477,351.509
1478,356.201
1479,349.95
1480,346.496
1481,343.634
1482,340.743
1483,329.486
1484,313.977
1485,285.184
1486,200.775
1487,134.204
1488,161.69
1489,141.891
1490,132.514
1491,131.097
1492,130.779
1493,138.914
1494,138.349
1495,175.557
1496,185.564
1497,256.174
1498,299.847
1499,345.111
1500,371.184
1501,367.162
1502,375.846
1503,372.468
1504,365.043
1505,358.903
1506,352.612
1507,314.527
1508,270.028
1509,255.302
1510,188.707
1511,132.69
1512,159.815
1513,141.946
1514,132.805
1515,131.454
1516,131.778
1517,140.371
1518,139.497
1519,177.478
1520,189.02
1521,221.418
1522,204.257
1523,253.332
1524,277.222
1525,314.407
1526,321.738
1527,316.006
1528,307.856
1529,305.961
1530,260.134
1531,258.385
1532,250.352
1533,235.977
1534,206.912
1535,132.817
1536,159.358
1537,143.082
1538,134.293
1539,133.794
1540,133.397
1541,141.724
1542,141.515
1543,192.79
1544,205.405
1545,292.646
1546,343.597
1547,342.245
1548,355.57
1549,349.074
1550,352.714
1551,346.153
1552,344.176
1553,343.653
1554,335.985
1555,324.355
1556,317.857
1557,288.4
1558,201.008
1559,132.465
1560,159.893
1561,141.011
1562,131.061
1563,130.169
1564,129.755
1565,155.927
1566,155.12
1567,202.147
1568,204.572
1569,279.523
1570,329.302
1571,327.362
1572,345.056
1573,339.925
1574,344.899
1575,339.801
1576,335.669
1577,334.298
1578,332.119
1579,323.164
1580,308.65
1581,279.931
1582,195.88
1583,132.286
1584,160.07
1585,141.603
1586,131.156
1587,130.528
1588,130.212
1589,138.16
1590,137.472
1591,184.837
1592,195.219
1593,283.385
1594,334.25
1595,330.285
1596,348.139
1597,341.15
1598,348.11
1599,342.776
1600,339.928
1601,338.651
1602,333.495
1603,322.66
1604,315.908
1605,286.111
1606,200.906
1607,131.202
1608,159.854
1609,141.645
1610,131.183
1611,131.157
1612,131.852
1613,140.453
1614,140.005
1615,190.191
1616,201.031
1617,289.251
1618,341.857
1619,340.727
1620,358.826
1621,356.948
1622,365.668
1623,364.143
1624,361.451
1625,359.4
1626,352.376
1627,335.701
1628,328.014
1629,298.697
1630,210.497
1631,134.979
1632,162.025
1633,144.556
1634,136.366
1635,134.817
1636,134.479
1637,161.981
1638,161.955
1639,215.82
1640,220.679
1641,295.809
1642,343.974
1643,336.326
1644,341.834
1645,327.571
1646,329.996
1647,322.745
1648,313.651
1649,307.751
1650,300.011
1651,291.57
1652,275.986
1653,243.459
1654,169.695
1655,114.729
1656,146.325
1657,121.295
1658,111.383
1659,109.566
1660,108.037
1661,113.88
1662,112.509
1663,139.596
1664,142.794
1665,210.69
1666,243.905
1667,281.008
1668,313.987
1669,305.04
1670,308.277
1671,308.177
1672,308.753
1673,311.057
1674,312.289
1675,288.104
1676,245.925
1677,227.933
1678,167.601
1679,120.907
1680,151.166
1681,131.552
1682,120.962
1683,120.335
1684,127.759
1685,127.011
1686,163.031
1687,168.642
1688,196.013
1689,179.847
1690,225.649
1691,252.247
1692,281.065
1693,283.408
1694,280.803
1695,276.551
1696,277.058
1697,241.087
1698,232.835
1699,231.575
1700,220.908
1701,196.458
1702,128.487
1703,157.083
1704,138.666
1705,130.848
1706,130.804
1707,130.582
1708,138.637
1709,138.24
1710,195.002
1711,206.299
1712,286.992
1713,341.388
1714,337.902
1715,360.986
1716,368.496
1717,375.526
1718,372.184
1719,370.979
1720,373.298
1721,368.637
1722,342.864
1723,338.176
1724,306.188
1725,222.653
1726,136.649
1727,163.321
1728,145.727
1729,137.386
1730,135.646
1731,135.58
1732,163.247
1733,162.62
1734,226.388
1735,229.698
1736,297.436
1737,348.942
1738,353.34
1739,371.138
1740,351.889
1741,346.809
1742,342.592
1743,339.267
1744,338.954
1745,332.565
1746,303.801
1747,287.597
1748,248.62
1749,170.508
1750,107.877
1751,136.832
1752,111.296
1753,101.936
1754,100.798
1755,100.18
1756,106.3
1757,105.649
1758,157.315
1759,158.224
1760,233.975
1761,273.607
1762,262.435
1763,292.726
1764,276.327
1765,276.34
1766,275.825
1767,274.189
1768,275.711
1769,276.525
1770,262.211
1771,258.737
1772,228.862
1773,155.626
1774,95.335
1775,127.772
1776,99.154
1777,90.289
1778,89.438
1779,89.4
1780,96.127
1781,95.726
1782,148.756
1783,150.131
1784,227.442
1785,268.869
1786,260.293
1787,290.287
1788,273.964
1789,276.482
1790,275.093
1791,273.209
1792,276.383
1793,278.304
1794,262.809
1795,260.322
1796,231.724
1797,158.17
1798,97.299
1799,130.258
1800,104.611
1801,99.056
1802,100.76
1803,101.04
1804,123.965
1805,122.196
1806,174.542
1807,169.318
1808,237.021
1809,280.648
1810,277.276
1811,312.754
1812,306.99
1813,309.801
1814,307.237
1815,304.691
1816,304.377
1817,303.159
1818,286.216
1819,278.443
1820,250.856
1821,174.424
1822,117.676
1823,149.314
1824,128.339
1825,117.687
1826,118.953
1827,120.011
1828,127.98
1829,127.985
1830,165.741
1831,173.714
1832,235.594
1833,277.239
1834,316.782
1835,340.892
1836,334.119
1837,337.999
1838,332.807
1839,332.105
1840,336.936
1841,339.577
1842,298.239
1843,264.106
1844,252.576
1845,184.101
1846,132.377
1847,159.752
1848,142.397
1849,133.314
1850,132.244
1851,132.194
1852,140.94
1853,140.718
1854,184.143
1855,197.119
1856,213.347
1857,190.208
1858,230.282
1859,247.277
1860,269.519
1861,265.395
1862,257.831
1863,252.457
1864,253.035
1865,216.895
1866,212.836
1867,207.627
1868,196.215
1869,175.084
1870,113.618
1871,143.439
1872,117.306
1873,110.022
1874,106.5
1875,104.505
1876,109.725
1877,108.327
1878,158.229
1879,155.484
1880,236.76
1881,280.97
1882,272.794
1883,302.664
1884,286.922
1885,287.241
1886,284.91
1887,282.096
1888,281.155
1889,282.543
1890,269.138
1891,269.747
1892,241.522
1893,167.364
1894,107.392
1895,137.612
1896,110.804
1897,101.725
1898,100.995
1899,101.072
1900,124.525
1901,124.82
1902,175.825
1903,166.322
1904,238.431
1905,286.868
1906,284.056
1907,314.91
1908,303.199
1909,304.142
1910,302.778
1911,303.211
1912,306.252
1913,307.646
1914,290.652
1915,284.368
1916,255.434
1917,176.335
1918,120.561
1919,150.398
1920,127.52
1921,116.935
1922,116.531
1923,116.215
1924,122.185
1925,121.37
1926,172.858
1927,173.041
1928,253.463
1929,302.914
1930,301.116
1931,330.941
1932,323.743
1933,323.534
1934,318.925
1935,318.665
1936,320.432
1937,318.899
1938,298.78
1939,299.265
1940,270.887
1941,190.67
1942,127.359
1943,157.479
1944,138.02
1945,127.17
1946,126.808
1947,126.998
1948,134.871
1949,134.496
1950,189.948
1951,193.557
1952,275.061
1953,322.808
1954,319.534
1955,342.32
1956,333.795
1957,338.898
1958,332.873
1959,335.072
1960,334.029
1961,329.441
1962,307.423
1963,310.789
1964,284.841
1965,201.726
1966,131.934
1967,160.458
1968,141.995
1969,131.023
1970,130.971
1971,130.986
1972,157.461
1973,157.072
1974,214.719
1975,211.731
1976,283.37
1977,332.783
1978,329.648
1979,351.348
1980,350.22
1981,356.866
1982,350.073
1983,343.275
1984,342.339
1985,340.265
1986,316.349
1987,308.582
1988,283.002
1989,198.565
1990,132.698
1991,160.737
1992,142.237
1993,129.559
1994,128.985
1995,128.903
1996,136.549
1997,135.755
1998,175.301
1999,181.489
2000,247.356
2001,290.3
2002,330.796
2003,351.429
2004,348.733
2005,356.853
2006,352.412
2007,352.359
2008,350.983
2009,347.947
2010,301.088
2011,260.1
2012,252.137
2013,187.641
2014,131.814
2015,159.477
2016,141.879
2017,132.502
2018,131.102
2019,130.782
2020,138.916
2021,137.854
2022,177.852
2023,186.065
2024,215.135
2025,198.093
2026,246.198
2027,267.437
2028,300.247
2029,310.42
2030,309.513
2031,307.168
2032,300.029
2033,255.487
2034,245.253
2035,242.509
2036,235.862
2037,208.312
2038,132.394
2039,158.797
2040,140.958
2041,133.731
2042,132.335
2043,132.25
2044,139.235
2045,137.835
2046,192.188
2047,198.306
2048,280.044
2049,334.267
2050,336.414
2051,359.134
2052,357.022
2053,369.574
2054,365.091
2055,363.022
2056,364.672
2057,361.27
2058,333.523
2059,328.222
2060,301.072
2061,218.617
2062,135.78
2063,162.544
2064,144.383
2065,134.996
2066,133.134
2067,132.809
2068,160.104
2069,158.875
2070,215.811
2071,212.047
2072,285.095
2073,338.373
2074,339.687
2075,359.034
2076,357.837
2077,364.356
2078,358.213
2079,353.343
2080,351.761
2081,350.795
2082,325.791
2083,311.611
2084,289.007
2085,207.847
2086,134.753
2087,161.599
2088,143.571
2089,133.827
2090,132.324
2091,131.828
2092,139.873
2093,139.24
2094,196.453
2095,202.135
2096,286.722
2097,336.943
2098,336.381
2099,355.99
2100,349.851
2101,355.686
2102,355.152
2103,352.928
2104,351.418
2105,348.448
2106,324.299
2107,319.239
2108,295.827
2109,211.273
2110,134.402
2111,161.638
2112,143.679
2113,133.96
2114,132.553
2115,132.19
2116,140.218
2117,139.59
2118,198.109
2119,204.516
2120,287.505
2121,337.868
2122,335.301
2123,356.74
2124,354.122
2125,361.112
2126,356.778
2127,352.64
2128,351.498
2129,346.329
2130,323.206
2131,316.981
2132,293.67
2133,210.866
2134,133.926
2135,161.474
2136,143.405
2137,133.296
2138,131.916
2139,131.638
