hour,t(sec),P1(kW),Q1(kvar),P2(kW),Q2(kvar),P3(kW),Q3(kvar),P4(kW),Q4(kvar),Name,V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
191,0.0,-108.867,0.00312069,-109.057,0.00277219,-109.119,0.00433744,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
192,0.0,57.6705,0.000530154,57.7571,0.000411371,57.8255,0.00074589,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
204,0.0,-109.378,-4.65787e-06,-109.376,-5.99901e-06,-108.411,-9.72016e-06,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
205,0.0,110.157,0.00243042,110.094,0.00247252,110.352,0.000194014,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
207,0.0,-97.0321,4.53204e-05,-96.9321,3.49913e-05,-97.238,3.80183e-05,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
208,0.0,108.919,-1.24785e-05,108.993,-7.18931e-06,109.222,-9.5983e-06,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
215,0.0,-108.839,-8.13103e-06,-109.12,-6.06445e-06,-109.139,-7.85444e-06,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
216,0.0,82.1551,0.00105015,82.27,0.00025963,82.3526,0.00100033,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,mongenerator-battery_bus_fault,,,,,,,,,,,,
