Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"BUS3137", 12.47, 1,    7731.78,  -35.8,    1.0739, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3138", 12.47, 1,    7730.36,  -35.8,    1.0737, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3139", 12.47, 1,    7730.36,  -35.8,    1.0737, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3140", 12.47, 3,     7782.9,   85.1,     1.081, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3141", 12.47, 3,     7781.9,   85.1,    1.0809, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3142", 12.47, 3,     7780.9,   85.1,    1.0807, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3143", 12.47, 3,    7780.29,   85.1,    1.0807, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3148", 12.47, 3,    7780.68,   85.1,    1.0807, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3149", 12.47, 3,    7777.71,   85.1,    1.0803, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3150", 12.47, 3,    7776.34,   85.1,    1.0801, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3151", 12.47, 3,    7774.99,   85.1,    1.0799, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3152", 12.47, 3,    7773.04,   85.1,    1.0797, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3153", 12.47, 3,    7772.18,   85.1,    1.0795, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3154", 12.47, 3,    7771.79,   85.1,    1.0795, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3155", 12.47, 3,    7770.95,   85.1,    1.0794, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3156", 12.47, 3,    7776.11,   85.1,    1.0801, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3144", 12.47, 3,    7775.27,   85.1,      1.08, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3145", 12.47, 3,    7774.16,   85.1,    1.0798, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3146", 12.47, 3,    7773.42,   85.1,    1.0797, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3147", 12.47, 3,    7772.98,   85.1,    1.0796, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3157", 12.47, 3,     7773.9,   85.1,    1.0798, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3158", 12.47, 3,    7770.59,   85.1,    1.0793, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3159", 12.47, 3,    7768.59,   85.1,     1.079, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3160", 12.47, 3,    7767.48,   85.1,    1.0789, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3161", 12.47, 3,    7766.79,   85.1,    1.0788, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3162", 12.47, 3,    7766.54,   85.1,    1.0788, 0, 0, 0, 0, 0, 0, 0, 0
"BUS1", 12.47, 1,    8102.48,  -33.4,    1.1254, 2,    8120.11, -152.9,    1.1279, 3,    8130.06,   87.0,    1.1292
"BUS_FAULT", 12.47, 1,    8102.48,  -33.4,    1.1254, 2,    8120.11, -152.9,    1.1279, 3,    8130.06,   87.0,    1.1292
"T_BUS1006_L", 0.208, 1,    120.463,  -45.0,    1.0031, 2,     121.95, -153.0,    1.0155, 0, 0, 0, 0
"T_BUS1007_L", 0.208, 1,    121.556,  -41.7,    1.0122, 2,    121.939, -153.0,    1.0154, 0, 0, 0, 0
"T_BUS1011_L", 0.208, 1,    118.649,  -35.9,   0.98801, 2,    118.649,  144.1,   0.98801, 0, 0, 0, 0
"T_BUS1012_L", 0.208, 1,    116.178, -155.0,   0.96743, 2,    116.178,   25.0,   0.96743, 0, 0, 0, 0
"T_BUS1014_L", 0.208, 1,     120.77, -153.8,    1.0057, 2,     120.77,   26.2,    1.0057, 0, 0, 0, 0
"T_BUS1015_L", 0.208, 1,     120.38, -154.1,    1.0024, 2,     120.38,   25.9,    1.0024, 0, 0, 0, 0
"T_BUS1016_L", 0.208, 1,    118.341,   85.2,   0.98545, 2,    118.341,  -94.8,   0.98545, 0, 0, 0, 0
"T_BUS1017_L", 0.208, 1,    116.727,   84.9,   0.97201, 2,    116.727,  -95.1,   0.97201, 0, 0, 0, 0
"T_BUS2008_L", 0.208, 1,    118.112,  -36.1,   0.98354, 2,    118.112,  143.9,   0.98354, 0, 0, 0, 0
"T_BUS2009_L", 0.208, 1,    119.393,  -35.1,   0.99421, 2,    119.393,  144.9,   0.99421, 0, 0, 0, 0
"T_BUS2014_L", 0.208, 1,    115.503, -155.6,   0.96182, 2,    115.503,   24.4,   0.96182, 0, 0, 0, 0
"T_BUS2015_L", 0.208, 1,    119.098, -155.0,   0.99175, 2,    119.098,   25.0,   0.99175, 0, 0, 0, 0
"T_BUS2016_L", 0.208, 1,     118.45, -155.5,   0.98635, 2,     118.45,   24.5,   0.98635, 0, 0, 0, 0
"T_BUS2017_L", 0.208, 1,    117.932, -155.9,   0.98204, 2,    117.932,   24.1,   0.98204, 0, 0, 0, 0
"T_BUS2018_L", 0.208, 1,     118.16, -155.7,   0.98394, 2,     118.16,   24.3,   0.98394, 0, 0, 0, 0
"T_BUS2020_L", 0.208, 1,    118.436, -155.5,   0.98623, 2,    118.436,   24.5,   0.98623, 0, 0, 0, 0
"T_BUS2022_L", 0.208, 1,    118.795,   84.3,   0.98922, 2,    118.795,  -95.7,   0.98922, 0, 0, 0, 0
"T_BUS2023_L", 0.208, 1,    120.059,   85.5,   0.99975, 2,    120.059,  -94.5,   0.99975, 0, 0, 0, 0
"T_BUS2024_L", 0.208, 1,    118.562,   84.2,   0.98728, 2,    118.562,  -95.8,   0.98728, 0, 0, 0, 0
"T_BUS2025_L", 0.208, 1,    118.756,   84.3,    0.9889, 2,    118.756,  -95.7,    0.9889, 0, 0, 0, 0
"T_BUS2028_L", 0.208, 1,    119.004,  -35.4,   0.99097, 2,    119.004,  144.6,   0.99097, 0, 0, 0, 0
"T_BUS2031_L", 0.208, 1,    117.645,  -36.3,   0.97965, 2,    117.645,  143.7,   0.97965, 0, 0, 0, 0
"T_BUS2045_L", 0.208, 1,    117.647, -155.6,   0.97967, 2,    117.647,   24.4,   0.97967, 0, 0, 0, 0
"T_BUS2046_L", 0.208, 1,    114.733, -156.4,    0.9554, 2,    114.733,   23.6,    0.9554, 0, 0, 0, 0
"T_BUS2047_L", 0.208, 1,    114.491, -156.5,   0.95339, 2,    114.491,   23.5,   0.95339, 0, 0, 0, 0
"T_BUS2048_L", 0.208, 1,    114.868, -156.3,   0.95652, 2,    114.868,   23.7,   0.95652, 0, 0, 0, 0
"T_BUS2049_L", 0.208, 1,    115.204,   84.0,   0.95932, 2,    115.204,  -96.0,   0.95932, 0, 0, 0, 0
"T_BUS2050_L", 0.208, 1,    115.631,   84.1,   0.96288, 2,    115.631,  -95.9,   0.96288, 0, 0, 0, 0
"T_BUS2051_L", 0.208, 1,    113.914,   83.5,   0.94858, 2,    113.914,  -96.5,   0.94858, 0, 0, 0, 0
"T_BUS2054_L", 0.208, 1,    113.608,  -36.6,   0.94604, 2,    113.608,  143.4,   0.94604, 0, 0, 0, 0
"T_BUS2055_L", 0.208, 1,     113.72,  -37.0,   0.94697, 2,     113.72,  143.0,   0.94697, 0, 0, 0, 0
"T_BUS2056_L", 0.208, 1,    117.338,  -36.4,    0.9771, 2,    117.338,  143.6,    0.9771, 0, 0, 0, 0
"T_BUS2059_L", 0.208, 1,    118.314, -155.4,   0.98522, 2,    118.314,   24.6,   0.98522, 0, 0, 0, 0
"T_BUS2060_L", 0.208, 1,    118.193, -155.5,   0.98422, 2,    118.193,   24.5,   0.98422, 0, 0, 0, 0
"T_BUS3009_L", 0.208, 1,    110.604,  -37.3,   0.92101, 2,    110.604,  142.7,   0.92101, 0, 0, 0, 0
"T_BUS3010_L", 0.208, 1,    112.247,  -36.7,    0.9347, 2,    112.247,  143.3,    0.9347, 0, 0, 0, 0
"T_BUS3011_L", 0.208, 1,    110.429,  -37.3,   0.91956, 2,    110.429,  142.7,   0.91956, 0, 0, 0, 0
"T_BUS3012_L", 0.208, 1,    112.666,  -37.0,   0.93819, 2,    112.666,  143.0,   0.93819, 0, 0, 0, 0
"T_BUS3013_L", 0.208, 1,    116.992, -156.0,   0.97421, 2,    116.992,   24.0,   0.97421, 0, 0, 0, 0
"T_BUS3014_L", 0.208, 1,    112.825, -156.2,   0.93951, 2,    112.825,   23.8,   0.93951, 0, 0, 0, 0
"T_BUS3016_L", 0.208, 1,    112.456, -156.4,   0.93644, 2,    112.456,   23.6,   0.93644, 0, 0, 0, 0
"T_BUS3017_L", 0.208, 1,    117.124, -155.9,   0.97531, 2,    117.124,   24.1,   0.97531, 0, 0, 0, 0
"T_BUS3018_L", 0.208, 1,    110.956,   83.2,   0.92395, 2,    110.956,  -96.8,   0.92395, 0, 0, 0, 0
"T_BUS3019_L", 0.208, 1,    111.489,   83.4,   0.92838, 2,    111.489,  -96.6,   0.92838, 0, 0, 0, 0
"T_BUS3020_L", 0.208, 1,    116.607,   84.1,     0.971, 2,    116.607,  -95.9,     0.971, 0, 0, 0, 0
"T_BUS3021_L", 0.208, 1,    111.812,   83.5,   0.93108, 2,    111.812,  -96.5,   0.93108, 0, 0, 0, 0
"T_BUS3023_L", 0.208, 1,    111.887,  -37.4,    0.9317, 2,    111.887,  142.6,    0.9317, 0, 0, 0, 0
"T_BUS3024_L", 0.208, 1,    109.163,  -37.9,   0.90902, 2,    109.163,  142.1,   0.90902, 0, 0, 0, 0
"T_BUS3025_L", 0.208, 1,    112.114,  -37.3,   0.93359, 2,    112.114,  142.7,   0.93359, 0, 0, 0, 0
"T_BUS3026_L", 0.208, 1,    110.139,  -37.6,   0.91714, 2,    110.139,  142.4,   0.91714, 0, 0, 0, 0
"T_BUS3027_L", 0.208, 1,    115.882,  -36.6,   0.96497, 2,    115.882,  143.4,   0.96497, 0, 0, 0, 0
"T_BUS3028_L", 0.208, 1,     115.31,  -37.0,   0.96021, 2,     115.31,  143.0,   0.96021, 0, 0, 0, 0
"T_BUS3029_L", 0.208, 1,     112.35,  -36.8,   0.93556, 2,     112.35,  143.2,   0.93556, 0, 0, 0, 0
"T_BUS3041_L", 0.208, 1,    112.743,   83.3,   0.93883, 2,    112.743,  -96.7,   0.93883, 0, 0, 0, 0
"T_BUS3042_L", 0.208, 1,    112.105,   83.5,   0.93351, 2,    112.105,  -96.5,   0.93351, 0, 0, 0, 0
"T_BUS3043_L", 0.208, 1,    113.116,   83.9,   0.94194, 2,    113.116,  -96.1,   0.94194, 0, 0, 0, 0
"T_BUS3044_L", 0.208, 1,    111.259,   83.2,   0.92647, 2,    111.259,  -96.8,   0.92647, 0, 0, 0, 0
"T_BUS3045_L", 0.208, 1,    111.788,   83.4,   0.93088, 2,    111.788,  -96.6,   0.93088, 0, 0, 0, 0
"T_BUS3056_L", 0.208, 1,    113.079, -156.4,   0.94163, 2,    113.079,   23.6,   0.94163, 0, 0, 0, 0
"T_BUS3057_L", 0.208, 1,    113.762, -156.1,   0.94732, 2,    113.762,   23.9,   0.94732, 0, 0, 0, 0
"T_BUS3058_L", 0.208, 1,    114.096, -156.0,    0.9501, 2,    114.096,   24.0,    0.9501, 0, 0, 0, 0
"T_BUS3059_L", 0.208, 1,    112.589, -156.5,   0.93755, 2,    112.589,   23.5,   0.93755, 0, 0, 0, 0
"T_BUS3060_L", 0.208, 1,    113.058, -156.4,   0.94145, 2,    113.058,   23.6,   0.94145, 0, 0, 0, 0
"T_BUS3061_L", 0.208, 1,    115.549, -155.5,    0.9622, 2,    115.549,   24.5,    0.9622, 0, 0, 0, 0
"T_BUS3062_L", 0.208, 1,    113.855, -156.1,   0.94809, 2,    113.855,   23.9,   0.94809, 0, 0, 0, 0
"T_BUS3063_L", 0.208, 1,    112.459, -156.6,   0.93646, 2,    112.459,   23.4,   0.93646, 0, 0, 0, 0
"T_BUS3064_L", 0.208, 1,    110.204, -157.4,   0.91769, 2,    110.204,   22.6,   0.91769, 0, 0, 0, 0
"T_BUS3065_L", 0.208, 1,    111.927, -156.8,   0.93204, 2,    111.927,   23.2,   0.93204, 0, 0, 0, 0
"T_BUS3066_L", 0.208, 1,    115.149, -155.6,   0.95887, 2,    115.149,   24.4,   0.95887, 0, 0, 0, 0
"T_BUS3067_L", 0.208, 1,    110.006, -157.4,   0.91604, 2,    110.006,   22.6,   0.91604, 0, 0, 0, 0
"T_BUS3083_L", 0.208, 1,    111.618,  -37.7,   0.92946, 2,    111.618,  142.3,   0.92946, 0, 0, 0, 0
"T_BUS3084_L", 0.208, 1,    111.554,  -37.7,   0.92893, 2,    111.554,  142.3,   0.92893, 0, 0, 0, 0
"T_BUS3085_L", 0.208, 1,    108.994,  -38.6,   0.90761, 2,    108.994,  141.4,   0.90761, 0, 0, 0, 0
"T_BUS3086_L", 0.208, 1,    113.265,  -37.1,   0.94318, 2,    113.265,  142.9,   0.94318, 0, 0, 0, 0
"T_BUS3087_L", 0.208, 1,    109.533,  -38.5,    0.9121, 2,    109.533,  141.5,    0.9121, 0, 0, 0, 0
"T_BUS3088_L", 0.208, 1,    109.884,  -38.3,   0.91502, 2,    109.884,  141.7,   0.91502, 0, 0, 0, 0
"T_BUS3089_L", 0.208, 1,     110.85,  -38.0,   0.92307, 2,     110.85,  142.0,   0.92307, 0, 0, 0, 0
"T_BUS3090_L", 0.208, 1,      110.4,  -38.1,   0.91932, 2,      110.4,  141.9,   0.91932, 0, 0, 0, 0
"T_BUS3091_L", 0.208, 1,    114.539,  -37.7,   0.95379, 2,    114.539,  142.3,   0.95379, 0, 0, 0, 0
"T_BUS3093_L", 0.208, 1,    111.139,  -37.9,   0.92548, 2,    111.139,  142.1,   0.92548, 0, 0, 0, 0
"T_BUS3094_L", 0.208, 1,     111.98,  -37.6,   0.93248, 2,     111.98,  142.4,   0.93248, 0, 0, 0, 0
"T_BUS3095_L", 0.208, 1,    109.675,  -38.4,   0.91328, 2,    109.675,  141.6,   0.91328, 0, 0, 0, 0
"T_BUS3096_L", 0.208, 1,    109.966,  -38.3,   0.91571, 2,    109.966,  141.7,   0.91571, 0, 0, 0, 0
"T_BUS3097_L", 0.208, 1,    109.301,  -38.5,   0.91017, 2,    109.301,  141.5,   0.91017, 0, 0, 0, 0
"T_BUS3098_L", 0.208, 1,    111.708, -157.5,   0.93021, 2,    111.708,   22.5,   0.93021, 0, 0, 0, 0
"T_BUS3099_L", 0.208, 1,    112.884, -156.5,      0.94, 2,    112.884,   23.5,      0.94, 0, 0, 0, 0
"T_BUS3101_L", 0.208, 1,    112.159,   83.3,   0.93397, 2,    112.159,  -96.7,   0.93397, 0, 0, 0, 0
"T_BUS3102_L", 0.208, 1,    111.297,   83.0,   0.92679, 2,    111.297,  -97.0,   0.92679, 0, 0, 0, 0
"T_BUS3103_L", 0.208, 1,    111.844,   82.8,   0.93135, 2,    111.844,  -97.2,   0.93135, 0, 0, 0, 0
"T_BUS3104_L", 0.208, 1,    112.877,   81.6,   0.93995, 2,    112.877,  -98.4,   0.93995, 0, 0, 0, 0
"T_BUS3105_L", 0.208, 1,    112.388,   83.4,   0.93587, 2,    112.388,  -96.6,   0.93587, 0, 0, 0, 0
"T_BUS3106_L", 0.208, 1,    113.193,   81.8,   0.94258, 2,    113.193,  -98.2,   0.94258, 0, 0, 0, 0
"T_BUS3108_L", 0.208, 1,    112.678,  -37.3,   0.93829, 2,    112.678,  142.7,   0.93829, 0, 0, 0, 0
"T_BUS3109_L", 0.208, 1,    109.058,  -38.6,   0.90815, 2,    109.058,  141.4,   0.90815, 0, 0, 0, 0
"T_BUS3110_L", 0.208, 1,    110.001,  -38.8,     0.916, 2,    110.001,  141.2,     0.916, 0, 0, 0, 0
"T_BUS3111_L", 0.208, 1,    109.523,  -39.0,   0.91202, 2,    109.523,  141.0,   0.91202, 0, 0, 0, 0
"T_BUS3112_L", 0.208, 1,    109.956,  -38.8,   0.91562, 2,    109.956,  141.2,   0.91562, 0, 0, 0, 0
"T_BUS3114_L", 0.208, 1,    111.279, -157.1,   0.92664, 2,    111.279,   22.9,   0.92664, 0, 0, 0, 0
"T_BUS3115_L", 0.208, 1,    112.598, -157.1,   0.93762, 2,    112.598,   22.9,   0.93762, 0, 0, 0, 0
"T_BUS3116_L", 0.208, 1,    112.192, -156.8,   0.93424, 2,    112.192,   23.2,   0.93424, 0, 0, 0, 0
"T_BUS3117_L", 0.208, 1,    114.298, -156.0,   0.95178, 2,    114.298,   24.0,   0.95178, 0, 0, 0, 0
"T_BUS3120_L", 0.208, 1,    112.319, -156.8,    0.9353, 2,    112.319,   23.2,    0.9353, 0, 0, 0, 0
"T_BUS3121_L", 0.208, 1,    112.457, -156.7,   0.93645, 2,    112.457,   23.3,   0.93645, 0, 0, 0, 0
"T_BUS3122_L", 0.208, 1,    113.155, -156.5,   0.94226, 2,    113.155,   23.5,   0.94226, 0, 0, 0, 0
"T_BUS3123_L", 0.208, 1,    111.282, -157.1,   0.92667, 2,    111.282,   22.9,   0.92667, 0, 0, 0, 0
"T_BUS3124_L", 0.208, 1,    113.582, -156.3,   0.94582, 2,    113.582,   23.7,   0.94582, 0, 0, 0, 0
"T_BUS3125_L", 0.208, 1,    117.006, -155.4,   0.97432, 2,    117.006,   24.6,   0.97432, 0, 0, 0, 0
"T_BUS3126_L", 0.208, 1,    111.551, -157.0,   0.92891, 2,    111.551,   23.0,   0.92891, 0, 0, 0, 0
"T_BUS3127_L", 0.208, 1,     109.47, -157.8,   0.91158, 2,     109.47,   22.2,   0.91158, 0, 0, 0, 0
"T_BUS3128_L", 0.208, 1,    114.665, -155.9,   0.95483, 2,    114.665,   24.1,   0.95483, 0, 0, 0, 0
"T_BUS3129_L", 0.208, 1,    113.024, -156.5,   0.94117, 2,    113.024,   23.5,   0.94117, 0, 0, 0, 0
"T_BUS3130_L", 0.208, 1,    113.684, -156.3,   0.94667, 2,    113.684,   23.7,   0.94667, 0, 0, 0, 0
"T_BUS3131_L", 0.208, 1,    110.277, -157.5,   0.91829, 2,    110.277,   22.5,   0.91829, 0, 0, 0, 0
"T_BUS3132_L", 0.208, 1,    110.325,  -38.5,   0.91869, 2,    110.325,  141.5,   0.91869, 0, 0, 0, 0
"T_BUS3134_L", 0.208, 1,    109.202,  -39.0,   0.90934, 2,    109.202,  141.0,   0.90934, 0, 0, 0, 0
"T_BUS3135_L", 0.208, 1,    109.341,  -38.4,    0.9105, 2,    109.341,  141.6,    0.9105, 0, 0, 0, 0
"T_BUS3136_L", 0.208, 1,    108.466,  -39.3,   0.90321, 2,    108.466,  140.7,   0.90321, 0, 0, 0, 0
"T_BUS3137_L", 0.208, 1,    108.088,  -39.4,   0.90007, 2,    108.088,  140.6,   0.90007, 0, 0, 0, 0
"T_BUS3138_L", 0.208, 1,    108.935,  -39.1,   0.90712, 2,    108.935,  140.9,   0.90712, 0, 0, 0, 0
"T_BUS3139_L", 0.208, 1,    116.425,  -35.8,   0.96949, 2,    116.425,  144.2,   0.96949, 0, 0, 0, 0
"T_BUS3141_L", 0.208, 1,    110.518,   82.7,    0.9203, 2,    110.518,  -97.3,    0.9203, 0, 0, 0, 0
"T_BUS3142_L", 0.208, 1,    111.151,   82.9,   0.92557, 2,    111.151,  -97.1,   0.92557, 0, 0, 0, 0
"T_BUS3143_L", 0.208, 1,    108.515,   82.0,   0.90362, 2,    108.515,  -98.0,   0.90362, 0, 0, 0, 0
"T_BUS3144_L", 0.208, 1,    114.963,   83.8,   0.95731, 2,    114.963,  -96.2,   0.95731, 0, 0, 0, 0
"T_BUS3145_L", 0.208, 1,    111.283,   83.0,   0.92667, 2,    111.283,  -97.0,   0.92667, 0, 0, 0, 0
"T_BUS3146_L", 0.208, 1,     112.21,   83.3,   0.93439, 2,     112.21,  -96.7,   0.93439, 0, 0, 0, 0
"T_BUS3147_L", 0.208, 1,    109.968,   82.5,   0.91572, 2,    109.968,  -97.5,   0.91572, 0, 0, 0, 0
"T_BUS3148_L", 0.208, 1,    111.037,   82.5,   0.92462, 2,    111.037,  -97.5,   0.92462, 0, 0, 0, 0
"T_BUS3149_L", 0.208, 1,    111.627,   83.1,   0.92954, 2,    111.627,  -96.9,   0.92954, 0, 0, 0, 0
"T_BUS3150_L", 0.208, 1,    115.059,   83.5,   0.95812, 2,    115.059,  -96.5,   0.95812, 0, 0, 0, 0
"T_BUS3151_L", 0.208, 1,     115.18,   83.6,   0.95912, 2,     115.18,  -96.4,   0.95912, 0, 0, 0, 0
"T_BUS3152_L", 0.208, 1,    114.893,   83.4,   0.95673, 2,    114.893,  -96.6,   0.95673, 0, 0, 0, 0
"T_BUS3153_L", 0.208, 1,    108.667,   82.1,   0.90489, 2,    108.667,  -97.9,   0.90489, 0, 0, 0, 0
"T_BUS3154_L", 0.208, 1,    114.289,   82.9,    0.9517, 2,    114.289,  -97.1,    0.9517, 0, 0, 0, 0
"T_BUS3155_L", 0.208, 1,    114.219,   82.9,   0.95112, 2,    114.219,  -97.1,   0.95112, 0, 0, 0, 0
"T_BUS3157_L", 0.208, 1,    111.109,   82.5,   0.92522, 2,    111.109,  -97.5,   0.92522, 0, 0, 0, 0
"T_BUS3158_L", 0.208, 1,     110.66,   82.3,   0.92148, 2,     110.66,  -97.7,   0.92148, 0, 0, 0, 0
"T_BUS3159_L", 0.208, 1,    111.112,   82.5,   0.92525, 2,    111.112,  -97.5,   0.92525, 0, 0, 0, 0
"T_BUS3160_L", 0.208, 1,    114.077,   82.8,   0.94994, 2,    114.077,  -97.2,   0.94994, 0, 0, 0, 0
"T_BUS3161_L", 0.208, 1,    114.564,   83.2,   0.95399, 2,    114.564,  -96.8,   0.95399, 0, 0, 0, 0
"T_BUS3162_L", 0.208, 1,    114.491,   83.1,   0.95338, 2,    114.491,  -96.9,   0.95338, 0, 0, 0, 0
"T_BUS1003_L", 0.208, 1,     116.82,  -37.1,   0.97278, 2,    116.994, -156.6,   0.97423, 3,     117.19,   83.3,   0.97586
"T_BUS1004_L", 0.208, 1,    117.805,  -35.1,   0.98098, 2,    117.957, -154.6,   0.98225, 3,    118.174,   85.3,   0.98405
"T_BUS1005_L", 0.208, 1,    116.611,  -35.6,   0.97104, 2,    116.746, -155.0,   0.97217, 3,    116.973,   84.8,   0.97405
"T_BUS1008_L", 0.208, 1,    115.171,  -35.7,   0.95905, 2,    115.259, -155.1,   0.95978, 3,    115.518,   84.7,   0.96194
"T_BUS1009_L", 0.208, 1,    116.771,  -35.6,   0.97237, 2,    116.842, -155.0,   0.97296, 3,    117.114,   84.8,   0.97523
"T_BUS1010_L", 0.208, 1,    117.736,  -34.9,   0.98041, 2,    117.807, -154.3,     0.981, 3,    118.082,   85.5,   0.98329
"T_BUS1013_L", 0.208, 1,    118.261,  -34.7,   0.98478, 2,    118.315, -154.2,   0.98523, 3,    118.583,   85.6,   0.98746
"T_BUS2002_L", 0.208, 1,    116.497,  -39.0,   0.97009, 2,    116.642, -158.5,    0.9713, 3,    116.925,   81.4,   0.97365
"T_BUS2003_L", 0.208, 1,    117.848,  -35.1,   0.98134, 2,    117.969, -154.7,   0.98234, 3,    118.361,   85.2,   0.98561
"T_BUS2005_L", 0.208, 1,    117.981,  -34.9,   0.98245, 2,     118.08, -154.5,   0.98327, 3,    118.565,   85.5,   0.98731
"T_BUS2010_L", 0.208, 1,    118.343,  -34.8,   0.98546, 2,    118.432, -154.4,    0.9862, 3,    118.948,   85.5,    0.9905
"T_BUS2011_L", 0.208, 1,    116.606,  -35.4,     0.971, 2,    116.682, -155.0,   0.97163, 3,    117.217,   85.0,   0.97608
"T_BUS2029_L", 0.208, 1,     116.66,  -35.7,   0.97145, 2,    116.739, -155.4,    0.9721, 3,    117.331,   84.6,   0.97704
"T_BUS2030_L", 0.208, 1,    115.353,  -36.2,   0.96057, 2,    115.436, -155.9,   0.96126, 3,    116.021,   84.1,   0.96612
"T_BUS2032_L", 0.208, 1,    119.303,  -34.6,   0.99345, 2,    119.361, -154.3,   0.99394, 3,    119.979,   85.8,   0.99909
"T_BUS2034_L", 0.208, 1,    116.164,  -35.6,   0.96731, 2,    116.218, -155.3,   0.96777, 3,    116.833,   84.7,   0.97289
"T_BUS2035_L", 0.208, 1,    117.356,  -35.5,   0.97725, 2,     117.41, -155.2,    0.9777, 3,    118.039,   84.9,   0.98293
"T_BUS2037_L", 0.208, 1,    117.435,  -35.2,    0.9779, 2,    117.487, -154.9,   0.97834, 3,    118.128,   85.1,   0.98367
"T_BUS2040_L", 0.208, 1,    116.145,  -38.9,   0.96716, 2,    116.188, -158.7,   0.96752, 3,    116.867,   81.4,   0.97317
"T_BUS2041_L", 0.208, 1,    116.827,  -35.5,   0.97284, 2,    116.871, -155.2,    0.9732, 3,    117.554,   84.9,   0.97889
"T_BUS2042_L", 0.208, 1,    116.549,  -35.8,   0.97052, 2,     116.59, -155.6,   0.97087, 3,    117.275,   84.5,   0.97657
"T_BUS2043_L", 0.208, 1,    115.272,  -36.3,   0.95989, 2,    115.304, -156.1,   0.96015, 3,    115.997,   84.0,   0.96593
"T_BUS2052_L", 0.208, 1,    116.312,  -41.3,   0.96855, 2,    116.315, -161.0,   0.96857, 3,    117.025,   79.0,   0.97448
"T_BUS2053_L", 0.208, 1,     117.47,  -39.4,   0.97819, 2,    117.533, -159.2,   0.97871, 3,    118.278,   80.9,   0.98492
"T_BUS2058_L", 0.208, 1,    116.287,  -38.5,   0.96834, 2,    116.325, -158.3,   0.96865, 3,    117.094,   81.8,   0.97506
"T_BUS3002_L", 0.208, 1,    113.932,  -36.0,   0.94873, 2,    114.805, -155.3,     0.956, 3,    114.571,   84.6,   0.95405
"T_BUS3004_L", 0.208, 1,     117.93,  -34.7,   0.98202, 2,    118.834, -154.0,   0.98955, 3,    118.592,   85.9,   0.98753
"T_BUS3006_L", 0.208, 1,    113.734,  -36.0,   0.94708, 2,    115.158, -155.3,   0.95894, 3,    114.591,   84.7,   0.95422
"T_BUS3007_L", 0.208, 1,    114.566,  -36.1,   0.95401, 2,    116.001, -155.3,   0.96596, 3,     115.43,   84.7,    0.9612
"T_BUS3031_L", 0.208, 1,    113.534,  -36.4,   0.94542, 2,    115.089, -155.5,   0.95837, 3,     114.28,   84.4,   0.95163
"T_BUS3032_L", 0.208, 1,    113.228,  -36.6,   0.94287, 2,    114.812, -155.6,   0.95606, 3,    113.937,   84.2,   0.94877
"T_BUS3033_L", 0.208, 1,    112.357,  -36.9,   0.93561, 2,    113.978, -155.9,   0.94911, 3,    113.006,   83.9,   0.94102
"T_BUS3034_L", 0.208, 1,    112.937,  -36.8,   0.94044, 2,    114.599, -155.7,   0.95428, 3,    113.553,   84.0,   0.94558
"T_BUS3035_L", 0.208, 1,    111.738,  -36.9,   0.93046, 2,    113.229, -156.1,   0.94288, 3,    112.521,   83.8,   0.93698
"T_BUS3036_L", 0.208, 1,    114.226,  -36.1,   0.95118, 2,    115.728, -155.3,   0.96369, 3,    115.069,   84.6,    0.9582
"T_BUS3037_L", 0.208, 1,    113.702,  -36.3,   0.94682, 2,    115.187, -155.5,   0.95918, 3,    114.564,   84.5,   0.95399
"T_BUS3038_L", 0.208, 1,    113.865,  -36.2,   0.94818, 2,    115.332, -155.5,   0.96039, 3,    114.768,   84.5,   0.95569
"T_BUS3039_L", 0.208, 1,    113.601,  -36.3,   0.94597, 2,    115.045, -155.6,     0.958, 3,    114.538,   84.5,   0.95378
"T_BUS3047_L", 0.208, 1,    112.142,  -36.8,   0.93382, 2,     113.62, -155.9,   0.94613, 3,    112.872,   83.9,    0.9399
