2024-08-30 18:36:10,402 Process-4  root Logging status updates for /home/austin/programming/repositories/microgridup/microgridup/data/projects/lehigh4mgs.
2024-08-30 18:43:54,247 Process-4  root microgrid_report_csv() gen_sizes into CSV report: {'solar_size_total': 2957.6143, 'solar_size_existing': 0.0, 'solar_size_new': 2957.6143, 'wind_size_total': 0, 'wind_size_existing': 0.0, 'wind_size_new': 0.0, 'fossil_size_total': 990.22, 'fossil_size_existing': 81.0, 'fossil_size_new': 909.22, 'battery_cap_total': 171.97, 'battery_cap_existing': 100.0, 'battery_cap_new': 71.97, 'battery_pow_total': 130.41, 'battery_pow_existing': 20.0, 'battery_pow_new': 110.41}
2024-08-30 18:43:54,620 Process-4  root load_phases on bus_name: phases ['2'] on bus 645.2
2024-08-30 18:43:54,621 Process-4  root load_phases on bus_name: phases ['2'] on bus 646.2
2024-08-30 18:43:54,785 Process-4  root mg_phase_and_kv out_dict: {'gen_bus': '646', 'phases': ['2'], 'kv': 2.4017771198288433}
2024-08-30 18:43:54,984 Process-4  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:43:54,984 Process-4  root Supporting critical loads across microgrids assumes an AMI metering system. If not currently installed, add budget for the creation of an AMI system.

2024-08-30 18:43:55,084 Process-4  root microgrid_report_csv() gen_sizes into CSV report: {'solar_size_total': 1538.416, 'solar_size_existing': 0.0, 'solar_size_new': 1538.416, 'wind_size_total': 0, 'wind_size_existing': 0.0, 'wind_size_new': 0.0, 'fossil_size_total': 384.6, 'fossil_size_existing': 0.0, 'fossil_size_new': 384.6, 'battery_cap_total': 213.7, 'battery_cap_existing': 0.0, 'battery_cap_new': 213.7, 'battery_pow_total': 144.5, 'battery_pow_existing': 0.0, 'battery_pow_new': 144.5}
2024-08-30 18:43:55,802 Process-4  root QSTS with circuit_plus_mgAll.dss AND CWD IS /home/austin/programming/repositories/microgridup/microgridup/data/projects/lehigh4mgs
2024-08-30 18:44:01,960 Process-4  root CONTROLLING ON {'mg0': mappingproxy({'gen_bus': '634', 'gen_obs_existing': ('solar_634_existing', 'battery_634_existing'), 'loads': ('634a_data_center', '634b_radar', '634c_atc_tower'), 'parameter_overrides': mappingproxy({'reopt_inputs': mappingproxy({})}), 'switch': '632633'}), 'mg1': mappingproxy({'gen_bus': '675', 'gen_obs_existing': ('solar_675_existing',), 'loads': ('675a_hospital', '675b_residential1', '675c_residential1', '692_warehouse2'), 'parameter_overrides': mappingproxy({'reopt_inputs': mappingproxy({})}), 'switch': '671692'}), 'mg2': mappingproxy({'gen_bus': '684', 'gen_obs_existing': ('fossil_684_existing', 'battery_684_existing'), 'loads': ('684_command_center', '652_residential', '611_runway'), 'parameter_overrides': mappingproxy({'reopt_inputs': mappingproxy({})}), 'switch': '671684'}), 'mg3': mappingproxy({'gen_bus': '646', 'gen_obs_existing': (), 'loads': ('645_hangar', '646_office'), 'parameter_overrides': mappingproxy({'reopt_inputs': mappingproxy({})}), 'switch': '632645'})}
2024-08-30 18:44:02,021 Process-4  root reduced 692_warehouse2 from 170kW to 0kW.
2024-08-30 18:44:02,067 Process-4  root reduced 611_runway from 170kW to 0kW.
2024-08-30 18:44:07,168 Process-4  root Control microgrids count 4 and renewable count 0
