hour,684_command_center,634a_data_center,634b_radar,634c_atc_tower,645_hangar,646_office,692_warehouse2,675a_hospital,675b_residential1,675c_residential1,611_runway,652_residential,670a_residential2,670b_residential2,670c_residential2
3584,669.494,101.563,81.60387489,33.85433333,79.42466667,173.3925585,79.42466667,359.853025,33.27182762,133.0873105,114.0727352,63.77100293,8.317956908,30.49917531,58.22569833
3585,694.466,119.4863333,96.00492102,39.82877778,96.88033333,172.1962318,96.88033333,373.275475,33.5108681,134.0434724,112.7530281,64.22916385,8.377717028,30.71829575,58.64401917
3586,706.67,120.5416667,96.85286067,40.18055556,97.699,176.6204733,97.699,379.835125,34.87040751,139.48163,95.07383633,66.83494773,8.717601878,31.96454022,61.02321314
3587,708.479,127.1236667,102.1413683,42.37455556,102.6576667,181.5771085,102.6576667,380.8074625,36.80843525,147.233741,96.66537204,70.54950088,9.202108815,33.74106564,64.41476168
3588,690.204,126.789,101.8724702,42.263,96.59833333,178.4436171,96.59833333,370.98465,37.0250183,148.1000732,97.39165692,70.96461841,9.256254578,33.9396001,64.79378202
3589,712.988,128.2836667,103.0734055,42.76122222,107.343,181.5180196,107.343,383.23105,36.02822252,144.1128901,97.13813796,69.05409314,9.007055633,33.02587064,63.0493894
3590,714.926,126.8656667,101.9340704,42.28855556,109.3326667,179.5455205,109.3326667,384.272725,36.40172216,145.6068886,97.59775845,69.76996746,9.100430543,33.36824531,63.70301377
3591,715.309,123.9286667,99.57424862,41.30955556,108.5893333,179.2465131,108.5893333,384.4785875,36.68846015,146.7538406,96.43251018,70.3195486,9.17211504,33.63108847,64.20480525
3592,719.37,123.4716667,99.2070581,41.15722222,107.2473333,180.7436288,107.2473333,386.661375,40.54714187,162.1885675,99.03718278,77.71535524,10.13678547,37.16821338,70.95749824
3593,720.763,121.845,97.90006337,40.615,29.61766667,160.9844911,29.61766667,387.4101125,42.10576574,168.4230629,107.4502565,80.70271766,10.52644144,38.59695192,73.68509006
3594,554.985,112.8896667,90.70462903,37.62988889,9.141666667,111.7299147,9.141666667,298.3044375,40.39587978,161.5835191,116.407457,77.42543623,10.09896995,37.02955647,70.69278963
3595,550.922,105.876,85.06928564,35.292,9.141666667,105.9588034,9.141666667,296.120575,37.38703059,149.5481224,121.0919241,71.65847529,9.346757648,34.27144471,65.42730353
3596,474.675,100.0246667,80.36785431,33.34155556,32.89233333,99.42310003,32.89233333,255.1378125,38.27005872,153.0802349,143.4494797,73.35094589,9.56751468,35.08088716,66.97260275
3597,459.056,73.06866667,58.70923794,24.35622222,32.89233333,98.22439778,32.89233333,246.7426,33.63517772,134.5407109,136.4246571,64.46742395,8.408794433,30.83224624,58.861561
3598,402.78,45.67033333,36.69521546,15.22344444,32.89233333,36.42962057,32.89233333,216.49425,28.51056783,114.0422713,108.3868682,54.64525501,7.127641958,26.13468718,49.8934937
3599,400.746,54.79966667,44.03045541,18.26655556,32.89233333,33.21447377,32.89233333,215.400975,24.22485609,96.89942436,81.70540584,46.43097418,6.056214023,22.20611808,42.39349816
3600,392.226,49.185,39.51918106,16.395,32.89233333,33.21447377,32.89233333,210.821475,20.95500845,83.82003378,73.20172256,40.16376619,5.238752111,19.20875774,36.67126478
3601,389.749,46.43833333,37.31228836,15.47944444,32.89233333,33.21447377,32.89233333,209.4900875,20.06038592,80.24154366,69.78672824,38.44907301,5.015096479,18.38868709,35.10567535
3602,388.058,45.863,36.85001934,15.28766667,32.89233333,33.21447377,32.89233333,208.581175,19.61944265,78.47777058,66.1125812,37.60393174,4.904860661,17.98448909,34.33402463
3603,385.874,45.80833333,36.80609574,15.26944444,32.89233333,33.21447377,32.89233333,207.407275,19.03617389,76.14469554,64.99475036,36.48599993,4.759043471,17.44982606,33.3133043
3604,449.148,48.631,39.07405295,16.21033333,32.89233333,33.21447377,32.89233333,241.41705,19.9600856,79.84034238,65.60742119,38.25683073,4.990021399,18.29674513,34.93014979
3605,448.043,48.427,38.91014296,16.14233333,32.89233333,48.87361647,32.89233333,240.8231125,22.72638032,90.90552126,74.73363437,43.5588956,5.681595079,20.83251529,39.77116555
3606,581.566,69.55333333,55.88473668,23.18444444,31.40833333,74.76404044,31.40833333,312.591725,24.96288312,99.85153248,103.0826882,47.84552597,6.24072078,22.88264286,43.68504546
3607,655.427,71.971,57.82728434,23.99033333,49.385,90.35399873,49.385,352.2920125,27.59657378,110.3862951,121.2097635,52.89343306,6.899143444,25.29685929,48.29400411
3608,680.537,100.985,81.13946325,33.66166667,79.04966667,170.9013245,79.04966667,365.7886375,30.84521262,123.3808505,112.3952847,59.11999086,7.711303155,28.27477824,53.97912209
3609,703.91,119.7263333,96.19775631,39.90877778,97.033,173.6176307,97.033,378.351625,33.27682212,133.1072885,113.0394107,63.78057572,8.31920553,30.50375361,58.23443871
3610,713.102,120.9226667,97.15898669,40.30755556,97.759,175.9419906,97.759,383.292325,33.95336324,135.8134529,94.40576692,65.07727953,8.488340813,31.1239163,59.41838566
3611,716.854,126.635,101.7487343,42.21166667,98.231,178.3536476,98.231,385.309025,34.54348161,138.1739264,94.90670161,66.20833975,8.635870403,31.66485814,60.45109282
3612,700.081,125.9536667,101.2012963,41.98455556,92.573,177.3090516,92.573,376.2935375,35.65119104,142.6047641,96.24284044,68.33144949,8.912797763,32.68025845,62.38958431
3613,720.688,128.7016667,103.4092603,42.90055556,107.2173333,183.3865935,107.2173333,387.3698,36.52959927,146.1183971,97.7827334,70.01506526,9.132399818,33.485466,63.92679872
3614,723.079,126.875,101.9415695,42.29166667,109.338,181.2644423,109.338,388.6549625,36.80932712,147.2373085,98.11700284,70.5512103,9.202331783,33.74188319,64.41632245
3615,727.59,125.714,101.0087288,41.90466667,111.4916667,183.1635999,111.4916667,391.079625,38.16899139,152.6759656,98.30197779,73.1572335,9.542247848,34.98824211,66.79573491
3616,735.95,126.336,101.5084936,42.112,113.365,186.549184,113.365,395.573125,43.1385933,172.5543732,102.087861,82.68230382,10.78464833,39.54371053,75.49253828
3617,743.701,125.9406667,101.1908511,41.98022222,29.61766667,169.1043105,29.61766667,399.7392875,45.98087582,183.9235033,112.3145342,88.13001197,11.49521896,42.14913616,80.46653265
3618,566.021,116.4236667,93.54412859,38.80788889,9.141666667,119.4812453,9.141666667,304.2362875,44.47574664,177.9029866,121.6797125,85.24518105,11.11893666,40.76943442,77.83255659
3619,561.128,111.879,89.89257819,37.293,9.141666667,112.2456803,9.141666667,301.6063,40.51119929,162.0447971,125.5670033,77.64646529,10.12779983,37.13526601,70.89459878
3620,482.21,105.5603333,84.81565365,35.18677778,32.89233333,104.0394546,32.89233333,259.187875,41.05112291,164.2044916,147.5602428,78.68131889,10.26278073,37.630196,71.8394651
3621,465.023,77.33866667,62.14009904,25.77955556,32.89233333,101.0746189,32.89233333,249.9498625,35.82353708,143.2941483,139.6138317,68.66177939,8.955884273,32.83824232,62.69118988
3622,409.285,46.02033333,36.97643358,15.34011111,32.89233333,36.42962057,32.89233333,219.9906875,30.22405698,120.8962279,110.6352058,57.92944254,7.556014245,27.70538557,52.89209972
3623,408.022,55.003,44.19382975,18.33433333,32.89233333,33.21447377,32.89233333,219.311825,25.5425487,102.1701948,83.36454661,48.95655169,6.385637175,23.41400298,44.69946023
3624,400.194,49.37166667,39.66916407,16.45722222,32.89233333,36.62024897,32.89233333,215.104275,22.20422285,88.81689138,74.80217839,42.5580938,5.551055711,20.35387094,38.85738998
3625,395.414,46.60566667,37.44673742,15.53522222,32.89233333,39.29854821,32.89233333,212.535025,20.87657691,83.50630764,70.63883364,40.01343908,5.219144228,19.13686217,36.53400959
3626,390.28,45.80266667,36.80154269,15.26755556,32.89233333,33.21447377,32.89233333,209.7755,19.83511599,79.34046396,66.22713421,38.01730566,4.958778998,18.18218966,34.71145298
3627,386.707,45.74266667,36.75333387,15.24755556,32.89233333,33.21447377,32.89233333,207.8550125,19.18113933,76.72455732,65.0858294,36.76385038,4.795284833,17.58271105,33.56699383
3628,449.972,48.53633333,38.99799014,16.17877778,32.89233333,33.21447377,32.89233333,241.85995,19.98753753,79.95015012,65.58911149,38.30944692,4.996884383,18.3219094,34.97819068
3629,449.968,48.258,38.77435478,16.086,32.89233333,53.96743282,32.89233333,241.8578,22.52890122,90.11560488,74.42894213,43.18039402,5.632225305,20.65149279,39.42557714
3630,585.234,68.967,55.41362937,22.989,31.40833333,73.41004437,31.40833333,314.563275,24.29237108,97.1694843,102.1648556,46.56037789,6.073092769,22.26800682,42.51164938
3631,657.833,71.33866667,57.31921694,23.77955556,50.207,88.91478402,50.207,353.5852375,25.59188726,102.367549,119.1712832,49.05111725,6.397971814,23.45922998,44.7858027
3632,679.142,101.08,81.21579388,33.69333333,79.88866667,168.6158623,79.88866667,365.038825,29.8193417,119.2773668,111.3455284,57.15373824,7.454835424,27.33439655,52.18384797
3633,699.249,121.3763333,97.52349889,40.45877778,98.03933333,173.0448548,98.03933333,375.8463375,32.80277243,131.2110897,113.8750843,62.87198048,8.20069311,30.06920806,57.40485174
3634,707.138,122.5803333,98.49088923,40.86011111,99.30566667,175.3127982,99.30566667,380.086675,33.63196697,134.5278679,95.03346109,64.46127001,8.407991745,30.82930305,58.85594219
3635,712.719,126.492,101.6338366,42.164,103.2726667,175.9060622,103.2726667,383.0864625,33.39913394,133.5965357,94.05224881,64.0150067,8.349783488,30.61587277,58.44848439
3636,699.579,124.555,100.0774951,41.51833333,90.29733333,168.3495171,90.29733333,376.0237125,29.02589352,116.1035741,88.57295286,55.63296259,7.25647338,26.60706906,50.79531366
3637,721.307,125.636,100.9460574,41.87866667,98.13966667,170.2620365,98.13966667,387.7025125,26.46167997,105.8467199,86.52038822,50.71821995,6.615419993,24.25653997,46.30793995
3638,726.092,123.9216667,99.56862426,41.30722222,106.7536667,174.0799491,106.7536667,390.27445,33.30165194,133.2066077,94.38135398,63.8281662,8.325412988,30.52651427,58.27789089
3639,733.166,122.181,98.17003277,40.727,112.2973333,178.1921183,112.2973333,394.076725,35.81006975,143.240279,95.76303233,68.63596702,8.95251744,32.82589727,62.66762205
3640,742.919,122.6003333,98.50695883,40.86677778,113.4036667,182.2493557,113.4036667,399.3189625,40.59783608,162.3913443,98.78319434,77.81251914,10.14945902,37.21468307,71.04621313
3641,749.276,122.6,98.50669103,40.86666667,34.25333333,165.110319,34.25333333,402.73585,43.37470844,173.4988337,108.7873343,83.13485783,10.84367711,39.7601494,75.90573979
3642,560.806,114.5893333,92.07027774,38.19644444,9.997333333,117.19608,9.997333333,301.433225,42.81484248,171.2593699,119.3989808,82.06178141,10.70371062,39.24693894,74.92597435
3643,555.067,110.4173333,88.71815772,36.80577778,9.141666667,110.1814302,9.141666667,298.3485125,38.91365396,155.6546158,123.3839233,74.58450342,9.728413493,35.67084946,68.09889443
3644,478.735,104.0976667,83.64042978,34.69922222,32.89233333,101.6565997,32.89233333,257.3200625,39.42917586,157.7167034,145.1349114,75.57258708,9.857293965,36.14341121,69.00105778
3645,463.486,76.129,61.16815564,25.37633333,32.89233333,99.30492228,32.89233333,249.123725,34.8642714,139.4570856,137.8551613,66.82318686,8.71606785,31.95891545,61.01247495
3646,407.697,46.04866667,36.99919886,15.34955556,32.89233333,36.42962057,32.89233333,219.1371375,29.7597644,119.0390576,109.5079854,57.03954844,7.439941099,27.27978403,52.07958769
3647,406.176,54.965,44.16329749,18.32166667,32.89233333,33.21447377,32.89233333,218.3196,24.80106122,99.20424486,81.89272819,47.53536732,6.200265304,22.73430611,43.40185713
3648,396.918,49.23266667,39.5574803,16.41088889,32.89233333,33.21447377,32.89233333,213.343425,21.3265638,85.3062552,73.12472792,40.87591395,5.33164095,19.54935015,37.32148665
3649,392.502,46.251,37.16176971,15.417,32.89233333,33.21447377,32.89233333,210.969825,19.92294791,79.69179162,68.87781581,38.18565014,4.980736976,18.26270225,34.86515883
3650,388.171,45.536,36.58728126,15.17866667,32.89233333,33.21447377,32.89233333,208.6419125,18.87101637,75.48406548,64.42761906,36.16944803,4.717754093,17.29843167,33.02427865
3651,387.211,45.319,36.41292603,15.10633333,32.89233333,33.21447377,32.89233333,208.1259125,17.73498096,70.93992384,62.57646115,33.99204685,4.43374524,16.25706588,31.03621668
3652,453.951,54.60033333,43.87029499,18.20011111,32.89233333,33.21447377,32.89233333,243.9986625,18.12151983,72.48607932,62.45956074,34.732913,4.530379958,16.61139318,31.7126597
3653,454.659,54.508,43.79610697,18.16933333,32.89233333,46.93674884,32.89233333,244.3792125,20.58837624,82.35350496,71.00925302,39.46105447,5.14709406,18.87267822,36.02965842
3654,591.189,73.87866667,59.36005703,24.62622222,31.40833333,71.10231248,31.40833333,317.7640875,22.39157024,89.56628094,98.3752166,42.91717627,5.597892559,20.52560605,39.18524791
3655,668.223,73.35733333,58.94117593,24.45244444,50.518,84.2847707,50.518,359.1698625,24.01250054,96.05000214,115.4267142,46.02395934,6.003125134,22.01145882,42.02187594
3656,695.704,98.12666667,78.84284858,32.70888889,79.286,162.811198,79.286,373.9409,27.76706471,111.0682588,106.7385255,53.22020734,6.941766176,25.45314265,48.59236323
3657,718.667,115.8306667,93.06766474,38.61022222,96.60966667,164.6753181,96.60966667,386.2835125,29.37096018,117.4838407,106.8432194,56.29434034,7.342740045,26.92338017,51.39918032
3658,729.75,115.6533333,92.92518084,38.55111111,97.12166667,166.6243598,97.12166667,392.240625,29.33417924,117.3367169,87.72929809,56.22384352,7.333544809,26.8896643,51.33481366
3659,737.617,122.8163333,98.68051059,40.93877778,100.5896667,169.7985303,100.5896667,396.4691375,30.34315803,121.3726321,88.04197147,58.15771957,7.585789508,27.81456153,53.10052655
3660,724.737,121.93,97.9683592,40.64333333,95.77633333,166.8526981,95.77633333,389.5461375,30.96327911,123.8531164,89.02553115,59.34628495,7.74081978,28.38300585,54.18573843
3661,748.883,123.8573333,99.51693364,41.28577778,108.2143333,171.2122091,108.2143333,402.5246125,31.02553202,124.1021281,89.9616734,59.46560304,7.756383008,28.44007101,54.29468103
3662,755.319,121.562,97.67267843,40.52066667,110.6586667,169.2964235,110.6586667,405.9839625,31.73655305,126.9462122,90.49312426,60.82839333,7.934138265,29.09184029,55.53896783
3663,762.055,120.7446667,97.01596718,40.24822222,114.1273333,173.8468599,114.1273333,409.6045625,34.00095371,136.0038148,91.58278632,65.16849462,8.50023843,31.1675409,59.50166898
3664,770,120.2166667,96.59172956,40.07222222,115.091,178.9697752,115.091,413.875,39.62665496,158.5066198,96.18321653,75.95108865,9.906663743,36.32443371,69.34664618
3665,773.144,119.4113333,95.94466,39.80377778,35.452,159.3282213,35.452,415.5649,41.43700178,165.7480071,105.1652995,79.42092007,10.35925045,37.98391829,72.51475311
3666,565.894,111.2703333,89.40352646,37.09011111,14.06366667,112.0117003,14.06366667,304.168025,41.30074103,165.2029641,115.8356309,79.15975364,10.32518526,37.85901261,72.27629679
3667,559.833,104.1923333,83.71649253,34.73077778,9.141666667,104.0035262,9.141666667,300.9102375,37.51298126,150.051925,119.7726865,71.89988073,9.378245318,34.38689948,65.64771721
3668,482.487,98.223,78.92025052,32.741,32.89233333,95.61765845,32.89233333,259.3367625,37.30640504,149.2256201,140.7429301,71.50394298,9.326601263,34.19753795,65.28620881
3669,466.231,71.28266667,57.27422204,23.76088889,32.89233333,93.25529162,32.89233333,250.5991625,32.21046003,128.8418401,132.9767992,61.73671507,8.052615008,29.52625503,56.36830505
3670,411.129,45.141,36.26990653,15.047,32.89233333,36.42962057,32.89233333,220.9818375,26.99336267,107.9734507,104.9192922,51.73727844,6.748340666,24.74391578,47.23838466
3671,412.181,54.54966667,43.82958532,18.18322222,32.89233333,33.21447377,32.89233333,221.5472875,22.57467228,90.29868912,78.25989535,43.26812187,5.64366807,20.69344959,39.50567649
3672,404.813,48.77766667,39.19189674,16.25922222,32.89233333,33.21447377,32.89233333,217.5869875,19.41689771,77.66759082,69.95198504,37.21572061,4.854224426,17.7988229,33.97957098
3673,403.254,44.66266667,35.88557509,14.88755556,32.89233333,29.11833872,32.89233333,216.749025,18.01856172,72.07424688,70.00832259,34.53557662,4.50464043,16.51701491,31.53248301
3674,401.275,44.02066667,35.36974071,14.67355556,32.89233333,29.11833872,32.89233333,215.6853125,16.53774507,66.15098028,60.91966778,31.69734471,4.134436268,15.15959965,28.94105387
3675,398.595,44.02433333,35.3726868,14.67477778,32.89233333,29.11833872,32.89233333,214.2448125,16.07184711,64.28738844,59.98399501,30.80437364,4.017961778,14.73252652,28.12573244
3676,409.617,46.78166667,37.58814996,15.59388889,32.89233333,29.11833872,32.89233333,220.1691375,16.98156018,67.92624072,60.58868469,32.54799034,4.245390045,15.56643017,29.71773032
3677,403.519,46.45566667,37.32621536,15.48522222,32.89233333,29.11833872,32.89233333,216.8914625,19.25652065,77.02608258,63.56706302,36.90833125,4.814130161,17.65181059,33.69891113
3678,442.536,59.315,47.65843702,19.77166667,21.017,70.92979675,21.017,237.8631,21.22034142,84.88136568,81.03874487,40.67232106,5.305085355,19.45197964,37.13559749
3679,510.699,62.18066667,49.96094388,20.72688889,19.533,66.15399131,19.533,274.5007125,24.61993913,98.4797565,95.64472348,47.18821666,6.154984781,22.56827753,43.08489347
3680,516.283,85.55633333,68.74283274,28.51877778,22.433,98.20925441,22.433,277.5021125,26.51121474,106.044859,130.0951336,50.81316159,6.627803685,24.30194685,46.3946258
3681,576.841,99.82833333,80.21010431,33.27611111,37.92433333,104.1591169,37.92433333,310.0520375,27.48689091,109.9475636,119.5506227,52.68320759,6.871722728,25.19631667,48.10205909
3682,584.844,113.5846667,91.26304787,37.86155556,38.373,105.1903512,38.373,314.35365,27.02332968,108.0933187,93.52690118,51.79471522,6.75583242,24.77138554,47.29082694
3683,589.838,122.5973333,98.50454839,40.86577778,38.93133333,107.987719,38.93133333,317.037925,28.18473002,112.7389201,90.61659738,54.02073254,7.046182504,25.83600251,49.32327753
3684,575.686,122.7203333,98.60337648,40.90677778,26.43733333,108.1210401,26.43733333,309.431225,29.97203079,119.8881232,92.38465741,57.44639233,7.493007698,27.47436156,52.45105388
3685,574.266,125.272,100.6535905,41.75733333,32.21933333,108.7600312,32.21933333,308.667975,31.43813148,125.7525259,95.2949612,60.25641868,7.85953287,28.81828719,55.01673009
3686,579.417,123.489,99.22098507,41.163,34.71366667,76.33301308,34.71366667,311.4366375,32.25979859,129.0391943,96.33110259,61.83128063,8.06494965,29.57148204,56.45464752
3687,534.286,121.935,97.9723766,40.645,34.164,74.42405678,34.164,287.178725,33.10162209,132.4064884,95.97993188,63.44477566,8.275405523,30.34315358,57.92783866
3688,537.232,122.1693333,98.1606588,40.72311111,15.528,74.94932411,15.528,288.7622,38.23277834,152.9311133,99.36487951,73.2794918,9.558194588,35.04671347,66.90736211
3689,515.094,121.7446667,97.81944753,40.58155556,14.99133333,66.2861247,14.99133333,276.863025,43.35216182,173.4086473,106.1080144,83.09164348,10.83804046,39.73948166,75.86628315
3690,484.832,107.2373333,86.1630902,35.74577778,9.141666667,47.05670815,9.141666667,260.5972,44.56796657,178.2718663,127.9453867,85.42193592,11.14199165,40.85396935,77.99394146
3691,484.477,90.05233333,72.35528039,30.01744444,9.141666667,36.97775143,9.141666667,260.4063875,39.9078098,159.6312392,128.4589974,76.48996878,9.976952453,36.58215898,69.83866713
3692,424.379,88.77333333,71.32762902,29.59111111,32.89233333,29.11833872,32.89233333,228.1037125,39.05424923,156.2169969,144.7560413,74.85397768,9.76356231,35.79972846,68.34493614
3693,427.392,68.16833333,54.77191639,22.72277778,32.89233333,29.11833872,32.89233333,229.7232,34.25761766,137.0304706,141.5189798,65.66043384,8.564404418,31.40281618,59.9508309
3694,408.603,44.99566667,36.15313405,14.99855556,32.89233333,29.11833872,32.89233333,219.6241125,29.030781,116.123124,116.60323,55.64233026,7.25769525,26.61154925,50.80386675
3695,406.76,54.147,43.50605057,18.049,32.89233333,29.11833872,32.89233333,218.6335,24.43344795,97.7337918,85.58236805,46.83077524,6.108361988,22.39732729,42.75853391
3696,396.909,48.50066667,38.96933268,16.16688889,32.89233333,29.11833872,32.89233333,213.3385875,21.22663806,84.90655224,75.51484836,40.68438962,5.306659515,19.45775156,37.14661661
3697,378.627,45.36366667,36.44881482,15.12122222,32.89233333,29.11833872,32.89233333,203.5120125,19.72475532,78.89902128,73.4444435,37.80578102,4.93118883,18.08102571,34.51832181
3698,372.501,44.72066667,35.93217695,14.90688889,32.89233333,29.11833872,32.89233333,200.2192875,18.61884747,74.47538988,64.75249891,35.68612432,4.654711868,17.06727685,32.58298307
3699,368.613,44.70166667,35.91691083,14.90055556,32.89233333,29.11833872,32.89233333,198.1294875,18.24640025,72.98560098,63.85954879,34.97226713,4.561600061,16.72586689,31.93120043
3700,379.225,47.561,38.21432897,15.85366667,32.89233333,29.11833872,32.89233333,203.8334375,19.358355,77.43342,64.76799174,37.10351375,4.83958875,17.74515875,33.87712125
3701,374.494,47.403,38.08737908,15.801,32.89233333,29.11833872,32.89233333,201.290525,22.17147318,88.68589272,68.45058941,42.4953236,5.542868295,20.32385042,38.80007807
3702,412.368,62.72066667,50.39482327,20.90688889,21.017,22.31421155,21.017,221.6478,24.29650938,97.18603752,86.16123635,46.56830964,6.074127345,22.27180027,42.51889142
3703,410.085,65.187,52.37647364,21.729,9.141666667,15.51038129,9.141666667,220.4206875,25.57444218,102.2977687,99.13436505,49.01768084,6.393610545,23.44323867,44.75527382
3704,452.388,75.14166667,60.37485271,25.04722222,9.141666667,45.1257791,9.141666667,243.15855,26.23796192,104.9518477,133.1983935,50.28942699,6.559490479,24.05146509,45.91643335
3705,451.676,69.45733333,55.80760256,23.15244444,9.141666667,43.0650921,9.141666667,242.77585,28.41114155,113.6445662,123.8012906,54.45468797,7.102785386,26.04354642,49.7194977
3706,458.876,85.488,68.68792825,28.496,9.141666667,52.64758358,9.141666667,246.64585,29.77467656,119.0987062,99.69680156,57.06813008,7.443669139,27.29345351,52.10568397
3707,464.921,92.525,74.34201948,30.84166667,9.141666667,44.1096882,9.141666667,249.8950375,30.70993293,122.8397317,96.39682973,58.8607048,7.677483233,28.15077185,53.74238263
3708,470.256,104.3936667,83.87825996,34.79788889,9.141666667,51.2944783,9.141666667,252.7626,31.36135884,125.4454354,96.67288371,60.10927111,7.84033971,28.74791227,54.88237797
3709,471.198,107.339,86.2447774,35.77966667,9.141666667,44.81905148,9.141666667,253.268925,32.37130088,129.4852035,98.58319605,62.04499334,8.092825223,29.67369247,56.64977653
3710,474.179,107.0126667,85.982575,35.67088889,9.141666667,55.24927516,9.141666667,254.8712125,34.6414809,138.5659236,101.2784782,66.39617171,8.660370225,31.75469083,60.62259158
3711,476.505,105.2046667,84.52988253,35.06822222,15.632,47.16093021,15.632,256.1214375,35.82681918,143.3072767,101.1268363,68.66807008,8.956704795,32.84125092,62.69693357
3712,466.539,105.1506667,84.48649459,35.05022222,9.141666667,54.0389927,9.141666667,250.7647125,38.69441312,154.7776525,101.9310548,74.1642918,9.673603283,35.46987869,67.71522293
3713,440.513,92.93533333,74.67171425,30.97844444,9.141666667,28.54971976,9.141666667,236.7757375,39.1408325,156.56333,102.6596871,75.01992896,9.785208128,35.87909645,68.49645685
3714,411.74,87.839,70.57691055,29.27966667,9.141666667,15.51038129,9.141666667,221.31025,36.97698188,147.9079275,120.657186,70.87254861,9.244245473,33.89556672,64.70971828
3715,405.747,83.64066667,67.20363222,27.88022222,9.141666667,15.51038129,9.141666667,218.0890125,35.26013928,141.0405571,124.7219401,67.58193363,8.81503482,32.32179434,61.70524374
3716,391.374,83.42033333,67.02659871,27.80677778,32.89233333,29.11833872,32.89233333,210.363525,37.41812136,149.6724854,144.5039308,71.71806595,9.35453034,34.29994458,65.48171238
3717,390.532,76.52633333,61.48740517,25.50877778,32.89233333,29.11833872,32.89233333,209.91095,33.7444503,134.9778012,142.3274236,64.67686308,8.436112575,30.93241278,59.05278803
3718,368.947,45.50433333,36.56183772,15.16811111,32.89233333,29.11833872,32.89233333,198.3090125,28.27286516,113.0914606,116.6745909,54.18965823,7.068216289,25.91679306,49.47751402
3719,364.741,54.18166667,43.53390455,18.06055556,32.89233333,29.11833872,32.89233333,196.0482875,23.27632862,93.10531446,85.15138582,44.61296317,5.819082154,21.33663456,40.73357508
3720,357.169,48.625,39.06923207,16.20833333,32.89233333,29.11833872,32.89233333,191.9783375,20.78820989,83.15283954,76.34113238,39.84406894,5.197052471,19.05585906,36.3793673
3721,364.956,46.71366667,37.53351329,15.57122222,32.89233333,33.21447377,32.89233333,196.16385,19.9834349,79.93373958,70.57686234,38.30158355,4.995858724,18.31814865,34.97101107
3722,364.855,45.99466667,36.95581092,15.33155556,32.89233333,43.05410573,32.89233333,196.1095625,19.37658494,77.50633974,66.47642786,37.13845446,4.844146234,17.76186952,33.90902364
3723,364.81,45.94133333,36.91295863,15.31377778,32.89233333,33.21447377,32.89233333,196.085375,18.92575968,75.70303872,65.42948844,36.27437273,4.73143992,17.34861304,33.12007944
3724,428.52,48.71933333,39.14502705,16.23977778,32.89233333,33.21447377,32.89233333,230.3295,19.32351834,77.29407336,64.94451605,37.03674349,4.830879585,17.71322515,33.8161571
3725,429.064,48.478,38.95112046,16.15933333,32.89233333,36.42962057,32.89233333,230.6219,21.79156988,87.1662795,73.76603699,41.76717559,5.447892469,19.97560572,38.13524728
3726,562.64,68.51166667,55.04777798,22.83722222,31.40833333,79.75749481,31.40833333,302.419,24.70584458,98.8233783,103.3324513,47.35286878,6.176461144,22.64702419,43.23522801
3727,633.919,72.016,57.86344096,24.00533333,51.849,93.74344284,51.849,340.7314625,27.02093946,108.0837578,122.1496615,51.79013395,6.755234865,24.76919451,47.28664406
3728,661.937,101.6236667,81.65261939,33.87455556,80.78,174.6717285,80.78,355.7911375,32.0611244,128.2444976,114.7379877,61.45048842,8.015281103,29.38936403,56.10696769
3729,686.055,118.5116667,95.22179556,39.50388889,97.724,174.4724891,97.724,368.7545625,33.19006047,132.7602419,113.9825951,63.61428255,8.297515118,30.4242221,58.08260582
3730,692.098,121.2183333,97.39654899,40.40611111,102.1616667,179.1354616,102.1616667,372.002675,35.00943308,140.0377323,96.83203729,67.10141338,8.752358273,32.09198032,61.26650788
3731,694.74,127.065,102.0942308,42.355,102.4963333,176.0649192,102.4963333,373.42275,31.81168464,127.2467386,92.00203157,60.97239556,7.95292116,29.16071092,55.67044812
3732,677.318,122.7953333,98.6636375,40.93177778,88.02566667,165.1515921,88.02566667,364.058425,24.21354711,96.85418844,84.38050038,46.40929864,6.053386778,22.19575152,42.37370744
3733,697.669,121.845,97.90006337,40.615,96.90433333,166.4574857,96.90433333,374.9970875,22.26699306,89.06797224,83.10351598,42.67840335,5.566748265,20.41141031,38.96723786
3734,702.728,120.0023333,96.41951688,40.00077778,97.21633333,164.7780554,97.21633333,377.7163,23.41546121,93.66184482,84.69599064,44.87963396,5.853865301,21.46417277,40.97705711
3735,706.857,116.9893333,93.99863059,38.99644444,97.03566667,163.7613707,97.03566667,379.9356375,25.08241227,100.3296491,84.51148518,48.07462352,6.270603068,22.99221125,43.89422147
3736,714.308,115.5326667,92.82822759,38.51088889,96.39033333,163.1312875,96.39033333,383.94055,26.70480525,106.819221,84.54387927,51.18421006,6.676201313,24.47940481,46.73340919
3737,718.808,114.7606667,92.20794076,38.25355556,29.61766667,148.3852013,29.61766667,386.3593,30.54122576,122.164903,95.32688581,58.53734937,7.635306443,27.99612361,53.44714507
3738,546.669,107.6083333,86.46118141,35.86944444,9.141666667,108.2350608,9.141666667,293.8345875,31.34052462,125.3620985,107.1267851,60.06933886,7.835131155,28.72881424,54.84591809
3739,536.58,105.029,84.38873779,35.00966667,9.141666667,106.6663851,9.141666667,288.41175,32.41903406,129.6761362,117.1088595,62.13648193,8.104758518,29.71744788,56.7333096
