hour,671_hospital,634a_supermarket,634b_supermarket,634c_supermarket,645_warehouse1,646_med_office,692_warehouse2,675a_residential1,675b_residential1,675c_residential1,611_hotel,652_med_apartment,670a_residential2,670b_residential2,670c_residential2
7251,344.88,44.42833333,44.42833333,14.80944444,32.89233333,37.28666667,32.89233333,94.74072881,14.21110932,56.84443729,124.406,39.8349,4.737036441,18.94814576,37.89629152
7252,409.88,47.218,47.218,15.73933333,32.89233333,37.28666667,32.89233333,98.0702786,14.71054179,58.84216716,124.756,41.23485,4.90351393,19.61405572,39.22811144
7253,411.387,47.212,47.212,15.73733333,32.89233333,40.896,32.89233333,116.5875177,17.48812766,69.95251062,144.654,49.02065,5.829375885,23.31750354,46.63500708
7254,549.711,67.88266667,67.88266667,22.62755556,43.28366667,90.90333333,43.28366667,148.7881492,22.31822238,89.27288952,222.545,62.5598,7.43940746,29.75762984,59.51525968
7255,624.931,71.922,71.922,23.974,61.026,107.3586667,61.026,154.3863926,23.15795889,92.63183556,258.24,64.91365,7.71931963,30.87727852,61.75455704
7256,640.009,98.54,98.54,32.84666667,77.41733333,178.7163333,77.41733333,160.1525464,24.02288196,96.09152784,224.265,67.3381,8.00762732,32.03050928,64.06101856
7257,657.769,115.9913333,115.9913333,38.66377778,95.833,177.8136667,95.833,180.5823234,27.08734851,108.349394,229.197,75.92805,9.02911617,36.11646468,72.23292936
7258,664.276,116.7983333,116.7983333,38.93277778,97.13066667,184.5073333,97.13066667,200.0107025,30.00160538,120.0064215,196.133,84.09695,10.00053513,40.0021405,80.004281
7259,669.176,122.7613333,122.7613333,40.92044444,97.57566667,189.8246667,97.57566667,209.849279,31.47739185,125.9095674,197.78,88.2337,10.49246395,41.9698558,83.9397116
7260,654.55,121.2336667,121.2336667,40.41122222,87.87866667,185.2323333,87.87866667,195.4313378,29.31470067,117.2588027,192.119,82.1715,9.77156689,39.08626756,78.17253512
7261,674.971,122.6536667,122.6536667,40.88455556,97.45133333,189.79,97.45133333,191.2241824,28.68362736,114.7345094,191.683,80.40255,9.56120912,38.24483648,76.48967296
7262,677.04,120.812,120.812,40.27066667,97.499,186.6336667,97.499,190.7879958,28.61819937,114.4727975,192.006,80.21915,9.53939979,38.15759916,76.31519832
7263,678.867,118.7363333,118.7363333,39.57877778,97.473,186.3906667,97.473,195.3300207,29.29950311,117.1980124,190.801,82.1289,9.766501035,39.06600414,78.13200828
7264,683.444,118.261,118.261,39.42033333,97.157,188.7636667,97.157,222.5340087,33.38010131,133.5204052,196.473,93.56715,11.12670044,44.50680174,89.01360348
7265,684.339,117.1586667,117.1586667,39.05288889,29.61766667,169.5456667,29.61766667,234.4863302,35.17294953,140.6917981,215.243,98.59265,11.72431651,46.89726604,93.79453208
7266,527.448,111.3226667,111.3226667,37.10755556,21.017,128.463,21.017,241.8152878,36.27229317,145.0891727,251.449,101.6742,12.09076439,48.36305756,96.72611512
7267,527.134,110.2246667,110.2246667,36.74155556,32.89233333,132.374,32.89233333,232.6904496,34.90356744,139.6142698,275.6,97.83755,11.63452248,46.53808992,93.07617984
7268,444.952,100.127,100.127,33.37566667,32.89233333,113.4786667,32.89233333,220.2274996,33.03412494,132.1364998,294.315,92.59735,11.01137498,44.04549992,88.09099984
7269,425.453,70.57433333,70.57433333,23.52477778,32.89233333,111.9173333,32.89233333,195.9455338,29.39183007,117.5673203,281.113,82.3877,9.79727669,39.18910676,78.37821352
7270,370.712,45.11466667,45.11466667,15.03822222,32.89233333,40.896,32.89233333,159.9418259,23.99127389,95.96509554,219.44,67.2495,7.997091295,31.98836518,63.97673036
7271,371.332,54.18566667,54.18566667,18.06188889,32.89233333,37.28666667,32.89233333,132.3324508,19.84986762,79.39947048,162.82,55.6408,6.61662254,26.46649016,52.93298032
7272,365.382,48.61433333,48.61433333,16.20477778,32.89233333,37.28666667,32.89233333,117.7261455,17.65892183,70.6356873,147.734,49.4994,5.886307275,23.5452291,47.0904582
7273,364.871,46.10066667,46.10066667,15.36688889,32.89233333,37.28666667,32.89233333,118.3849442,17.75774163,71.03096652,142.921,49.7764,5.91924721,23.67698884,47.35397768
7274,364.301,45.62933333,45.62933333,15.20977778,32.89233333,37.28666667,32.89233333,117.4323022,17.61484533,70.45938132,135.869,49.37585,5.87161511,23.48646044,46.97292088
7275,363.596,45.52933333,45.52933333,15.17644444,32.89233333,37.28666667,32.89233333,112.9310657,16.93965986,67.75863942,133.319,47.48325,5.646553285,22.58621314,45.17242628
7276,429.256,54.773,54.773,18.25766667,32.89233333,37.28666667,32.89233333,117.6305364,17.64458046,70.57832184,134,49.4592,5.88152682,23.52610728,47.05221456
7277,428.83,54.44033333,54.44033333,18.14677778,32.89233333,40.896,32.89233333,131.2430545,19.68645818,78.7458327,151.273,55.18275,6.562152725,26.2486109,52.4972218
7278,566.542,74.72,74.72,24.90666667,43.28366667,94.12966667,43.28366667,147.308825,22.09632375,88.385295,221.927,61.9378,7.36544125,29.461765,58.92353
7279,639.972,74.597,74.597,24.86566667,61.026,106.9996667,61.026,135.1878795,20.27818193,81.1127277,248.936,56.8414,6.759393975,27.0375759,54.0751518
7280,652.206,96.014,96.014,32.00466667,76.57566667,175.2746667,76.57566667,119.5351069,17.93026604,71.72106414,207.414,50.26,5.976755345,23.90702138,47.81404276
7281,669.497,112.1796667,112.1796667,37.39322222,92.85,168.8023333,92.85,124.4092662,18.66138993,74.64555972,208.112,52.3094,6.22046331,24.88185324,49.76370648
7282,676.202,111.2126667,111.2126667,37.07088889,93.49033333,169.2676667,93.49033333,125.3230225,18.79845338,75.1938135,168.723,52.6936,6.266151125,25.0646045,50.129209
7283,682.658,116.7746667,116.7746667,38.92488889,94.63933333,177.9856667,94.63933333,158.334904,23.7502356,95.0009424,179.896,66.57385,7.9167452,31.6669808,63.3339616
7284,667.297,115.6423333,115.6423333,38.54744444,85.67566667,178.2176667,85.67566667,162.3629708,24.35444562,97.41778248,180.982,68.2675,8.11814854,32.47259416,64.94518832
7285,684.762,118.5163333,118.5163333,39.50544444,95.979,186.377,95.979,172.2411465,25.83617198,103.3446879,185.806,72.4209,8.612057325,34.4482293,68.8964586
7286,685.985,117.47,117.47,39.15666667,96.28833333,184.6873333,96.28833333,179.3938695,26.90908043,107.6363217,188.629,75.42835,8.969693475,35.8787739,71.7575478
7287,686.756,115.2993333,115.2993333,38.43311111,95.986,182.751,95.986,176.2061874,26.43092811,105.7237124,183.922,74.08805,8.81030937,35.24123748,70.48247496
7288,690.279,114.1813333,114.1813333,38.06044444,95.08533333,181.1606667,95.08533333,180.2642211,27.03963317,108.1585327,179.931,75.7943,9.013211055,36.05284422,72.10568844
7289,690.363,112.9873333,112.9873333,37.66244444,29.61766667,161.7516667,29.61766667,183.0724399,27.46086599,109.8434639,195.11,76.97505,9.153621995,36.61448798,73.22897596
7290,530.509,108.138,108.138,36.046,21.017,123.717,21.017,207.1091995,31.06637993,124.2655197,237.298,87.0816,10.35545998,41.4218399,82.8436798
7291,526.117,104.572,104.572,34.85733333,32.89233333,130.1153333,32.89233333,205.7837535,30.86756303,123.4702521,263.957,86.5243,10.28918768,41.1567507,82.3135014
7292,436.88,95.49966667,95.49966667,31.83322222,32.89233333,113.353,32.89233333,201.7621083,30.26431625,121.057265,285.721,84.83335,10.08810542,40.35242166,80.70484332
7293,410.519,67.23666667,67.23666667,22.41222222,32.89233333,112.692,32.89233333,186.6224614,27.99336921,111.9734768,276.297,78.4677,9.33112307,37.32449228,74.64898456
7294,349.051,45.34266667,45.34266667,15.11422222,32.89233333,40.896,32.89233333,158.7760851,23.81641277,95.26565106,218.203,66.75935,7.938804255,31.75521702,63.51043404
7295,343.7,54.406,54.406,18.13533333,32.89233333,37.28666667,32.89233333,132.9171644,19.93757466,79.75029864,162.294,55.88665,6.64585822,26.58343288,53.16686576
7296,332.715,48.68233333,48.68233333,16.22744444,32.89233333,37.28666667,32.89233333,115.3885991,17.30828987,69.23315946,146.049,48.51655,5.769429955,23.07771982,46.15543964
7297,326.252,45.981,45.981,15.327,32.89233333,37.28666667,32.89233333,113.1446402,16.97169603,67.88678412,139.942,47.57305,5.65723201,22.62892804,45.25785608
7298,320.385,45.55633333,45.55633333,15.18544444,32.89233333,37.28666667,32.89233333,110.3851773,16.5577766,66.23110638,132.173,46.4128,5.519258865,22.07703546,44.15407092
7299,319.197,45.51866667,45.51866667,15.17288889,32.89233333,37.28666667,32.89233333,107.8336997,16.17505496,64.70021982,130.598,45.34,5.391684985,21.56673994,43.13347988
7300,384.441,48.34233333,48.34233333,16.11411111,32.89233333,37.28666667,32.89233333,115.0061629,17.25092444,69.00369774,132.528,48.35575,5.750308145,23.00123258,46.00246516
7301,384.905,48.14833333,48.14833333,16.04944444,32.89233333,40.896,32.89233333,133.746133,20.06191995,80.2476798,152.142,56.2352,6.68730665,26.7492266,53.4984532
7302,523.549,69.50266667,69.50266667,23.16755556,43.28366667,95.93766667,43.28366667,159.1125006,23.86687509,95.46750036,227.753,66.9008,7.95562503,31.82250012,63.64500024
7303,601.78,73.16866667,73.16866667,24.38955556,61.026,112.212,61.026,158.753372,23.8130058,95.2520232,261.435,66.7498,7.9376686,31.7506744,63.5013488
7304,618.192,100.171,100.171,33.39033333,76.97966667,185.652,76.97966667,177.7053707,26.65580561,106.6232224,232.094,74.7184,8.885268535,35.54107414,71.08214828
7305,640.527,119.7726667,119.7726667,39.92422222,96.67866667,193.834,96.67866667,224.2357072,33.63535608,134.5414243,246.252,94.28265,11.21178536,44.84714144,89.69428288
7306,651.642,121.9073333,121.9073333,40.63577778,98.25133333,200.238,98.25133333,243.1326475,36.46989713,145.8795885,213.298,102.2281,12.15663238,48.6265295,97.253059
7307,661.666,127.1976667,127.1976667,42.39922222,98.87233333,206.6193333,98.87233333,256.2551097,38.43826646,153.7530658,218.088,107.7456,12.81275549,51.25102194,102.5020439
7308,647.39,126.7463333,126.7463333,42.24877778,89.79633333,205.6423333,89.79633333,262.9288361,39.43932542,157.7573017,223.174,110.55165,13.14644181,52.58576722,105.1715344
7309,666.642,127.6883333,127.6883333,42.56277778,99.02966667,209.641,99.02966667,259.2037692,38.88056538,155.5222615,221.504,108.9854,12.96018846,51.84075384,103.6815077
7310,669.036,125.9296667,125.9296667,41.97655556,98.817,203.8786667,98.817,252.367008,37.8550512,151.4202048,217.216,106.1108,12.6183504,50.4734016,100.9468032
7311,667.156,124.4676667,124.4676667,41.48922222,98.746,202.0923333,98.746,252.218481,37.83277215,151.3310886,212.97,106.04835,12.61092405,50.4436962,100.8873924
7312,654.239,124.2416667,124.2416667,41.41388889,98.13233333,202.3563333,98.13233333,270.4350985,40.56526478,162.2610591,214.432,113.70775,13.52175493,54.0870197,108.1740394
7313,633.635,122.963,122.963,40.98766667,29.61766667,180.2883333,29.61766667,271.0583411,40.65875117,162.6350047,229.282,113.9698,13.55291706,54.21166822,108.4233364
7314,475.057,117.2296667,117.2296667,39.07655556,21.017,136.324,21.017,278.4333195,41.76499793,167.0599917,265.98,117.0707,13.92166598,55.6866639,111.3733278
7315,478.549,116.0416667,116.0416667,38.68055556,32.89233333,137.7843333,32.89233333,275.1741684,41.27612526,165.104501,292.47,115.70035,13.75870842,55.03483368,110.0696674
7316,402.799,104.4036667,104.4036667,34.80122222,32.89233333,115.139,32.89233333,261.5850769,39.23776154,156.9510461,310.801,109.98665,13.07925385,52.31701538,104.6340308
7317,390.908,76.794,76.794,25.598,32.89233333,114.3693333,32.89233333,235.5576511,35.33364767,141.3345907,297.237,99.0431,11.77788256,47.11153022,94.22306044
7318,340.799,46.267,46.267,15.42233333,32.89233333,40.896,32.89233333,203.7858333,30.567875,122.2715,237.632,85.68425,10.18929167,40.75716666,81.51433332
7319,343.919,55.237,55.237,18.41233333,32.89233333,37.28666667,32.89233333,174.1639113,26.1245867,104.4983468,179.926,73.22935,8.708195565,34.83278226,69.66556452
7320,339.893,49.691,49.691,16.56366667,32.89233333,37.28666667,32.89233333,153.230403,22.98456045,91.9382418,162.045,64.4276,7.66152015,30.6460806,61.2921612
7321,343.763,47.092,47.092,15.69733333,32.89233333,37.28666667,32.89233333,148.452804,22.2679206,89.0716824,154.817,62.4188,7.4226402,29.6905608,59.3811216
7322,346.695,46.333,46.333,15.44433333,32.89233333,37.28666667,32.89233333,142.2001618,21.33002427,85.32009708,145.192,59.7898,7.11000809,28.44003236,56.88006472
7323,347.706,46.37433333,46.37433333,15.45811111,32.89233333,37.28666667,32.89233333,134.9084252,20.23626378,80.94505512,141.709,56.7239,6.74542126,26.98168504,53.96337008
7324,414.033,49.14266667,49.14266667,16.38088889,32.89233333,37.28666667,32.89233333,139.8206379,20.97309569,83.89238274,142.811,58.7893,6.991031895,27.96412758,55.92825516
7325,418.47,48.54566667,48.54566667,16.18188889,32.89233333,48.451,32.89233333,155.76547,23.3648205,93.459282,161.848,65.4935,7.7882735,31.153094,62.306188
7326,556.952,71.10333333,71.10333333,23.70111111,43.28366667,93.63,43.28366667,172.2296116,25.83444174,103.337767,233.554,72.41605,8.61148058,34.44592232,68.89184464
7327,632.103,74.22533333,74.22533333,24.74177778,61.026,111.0483333,61.026,169.3586047,25.40379071,101.6151628,265.48,71.2089,8.467930235,33.87172094,67.74344188
7328,642.025,100.729,100.729,33.57633333,76.92333333,186.7346667,76.92333333,163.6615416,24.54923124,98.19692496,226.823,68.8135,8.18307708,32.73230832,65.46461664
7329,661.099,118.8886667,118.8886667,39.62955556,95.43433333,185.4543333,95.43433333,184.4860032,27.67290048,110.6916019,232.765,77.5694,9.22430016,36.89720064,73.79440128
7330,670.046,120.3493333,120.3493333,40.11644444,96.82833333,190.9846667,96.82833333,203.1326237,30.46989356,121.8795742,198.628,85.4096,10.15663119,40.62652474,81.25304948
7331,677.623,126.409,126.409,42.13633333,97.87866667,199.4946667,97.87866667,229.0207979,34.35311969,137.4124787,206.04,96.2946,11.4510399,45.80415958,91.60831916
7332,659.213,124.9793333,124.9793333,41.65977778,88.21766667,196.2226667,88.21766667,222.9731682,33.44597523,133.7839009,203.777,93.7518,11.14865841,44.59463364,89.18926728
7333,678.098,125.501,125.501,41.83366667,96.88633333,196.207,96.88633333,195.5263522,29.32895283,117.3158113,193.504,82.21145,9.77631761,39.10527044,78.21054088
7334,680.127,123.8893333,123.8893333,41.29644444,96.73233333,189.7913333,96.73233333,176.3136881,26.44705322,105.7882129,187.515,74.13325,8.815684405,35.26273762,70.52547524
7335,682.24,122.03,122.03,40.67666667,97.496,194.0513333,97.496,212.6278875,31.89418313,127.5767325,198.263,89.402,10.63139438,42.5255775,85.051155
7336,687.026,121.2016667,121.2016667,40.40055556,97.222,196.8473333,97.222,243.1542903,36.47314355,145.8925742,204.974,102.2372,12.15771452,48.63085806,97.26171612
7337,686.405,118.159,118.159,39.38633333,29.61766667,172.42,29.61766667,238.1176907,35.71765361,142.8706144,216.552,100.1195,11.90588454,47.62353814,95.24707628
7338,528.845,111.7913333,111.7913333,37.26377778,21.017,129.8936667,21.017,242.7883835,36.41825753,145.6730301,251.908,102.08335,12.13941918,48.5576767,97.1153534
7339,528.227,111.3333333,111.3333333,37.11111111,32.89233333,134.3876667,32.89233333,243.9912263,36.59868395,146.3947358,280.373,102.5891,12.19956132,48.79824526,97.59649052
7340,442.203,101.4153333,101.4153333,33.80511111,32.89233333,114.3313333,32.89233333,237.3186891,35.59780337,142.3912135,301.393,99.78355,11.86593446,47.46373782,94.92747564
7341,418.815,73.983,73.983,24.661,32.89233333,114.883,32.89233333,213.8706864,32.08060296,128.3224118,288.815,89.92455,10.69353432,42.77413728,85.54827456
7342,366.18,45.815,45.815,15.27166667,32.89233333,40.896,32.89233333,177.7037059,26.65555589,106.6222235,227.407,74.7177,8.885185295,35.54074118,71.08148236
7343,364.606,54.83666667,54.83666667,18.27888889,32.89233333,37.28666667,32.89233333,149.1089866,22.36634799,89.46539196,170.244,62.6947,7.45544933,29.82179732,59.64359464
7344,358.501,49.093,49.093,16.36433333,32.89233333,37.28666667,32.89233333,127.1146221,19.06719332,76.26877326,151.236,53.4469,6.355731105,25.42292442,50.84584884
7345,360.455,46.027,46.027,15.34233333,32.89233333,37.28666667,32.89233333,113.880497,17.08207455,68.3282982,140.294,47.88245,5.69402485,22.7760994,45.5521988
7346,357.972,45.12166667,45.12166667,15.04055556,32.89233333,37.28666667,32.89233333,105.4906832,15.82360248,63.29440992,130.228,44.35485,5.27453416,21.09813664,42.19627328
7347,353.098,45.02833333,45.02833333,15.00944444,32.89233333,37.28666667,32.89233333,99.79956583,14.96993487,59.8797395,127.26,41.96195,4.989978292,19.95991317,39.91982633
7348,404.367,54.303,54.303,18.101,32.89233333,37.28666667,32.89233333,106.102153,15.91532295,63.6612918,128.936,44.61195,5.30510765,21.2204306,42.4408612
7349,400.948,54.32533333,54.32533333,18.10844444,32.89233333,40.896,32.89233333,124.9100246,18.73650369,74.94601476,148.798,52.51995,6.24550123,24.98200492,49.96400984
7350,538.662,75.42666667,75.42666667,25.14222222,43.28366667,95.35833333,43.28366667,148.9302547,22.33953821,89.35815282,223.578,62.61955,7.446512735,29.78605094,59.57210188
7351,614.271,76.56533333,76.56533333,25.52177778,61.026,110.309,61.026,150.3094511,22.54641767,90.18567066,257.693,63.19945,7.515472555,30.06189022,60.12378044
7352,635.794,98.794,98.794,32.93133333,76.57566667,182.4196667,76.57566667,152.2394698,22.83592047,91.34368188,223.407,64.01095,7.61197349,30.44789396,60.89578792
7353,664.645,117.4376667,117.4376667,39.14588889,93.91266667,184.558,93.91266667,190.2825997,28.54238996,114.1695598,234.754,80.00665,9.514129985,38.05651994,76.11303988
7354,675.087,119.2373333,119.2373333,39.74577778,95.98966667,190.2983333,95.98966667,208.2003795,31.23005693,124.9202277,200.104,87.5404,10.41001898,41.6400759,83.2801518
7355,682.357,121.767,121.767,40.589,95.22,187.0786667,95.22,178.0820989,26.71231484,106.8492593,184.914,74.8768,8.904104945,35.61641978,71.23283956
7356,664.292,121.1403333,121.1403333,40.38011111,85.07833333,182.052,85.07833333,146.9150917,22.03726376,88.14905502,175.014,61.77225,7.345754585,29.38301834,58.76603668
7357,683.204,123.482,123.482,41.16066667,95.20933333,188.273,95.20933333,152.6108468,22.89162702,91.56650808,178.721,64.1671,7.63054234,30.52216936,61.04433872
7358,687.583,121.6563333,121.6563333,40.55211111,95.624,185.3756667,95.624,159.184683,23.87770245,95.5108098,181.691,66.93115,7.95923415,31.8369366,63.6738732
7359,688.464,120.1533333,120.1533333,40.05111111,96.397,190.01,96.397,194.9802866,29.24704299,116.988172,192.635,81.98185,9.74901433,38.99605732,77.99211464
7360,689.004,118.2233333,118.2233333,39.40777778,95.99866667,191.3503333,95.99866667,220.4785329,33.07177994,132.2871197,197.362,92.7029,11.02392665,44.09570658,88.19141316
7361,685.117,115.5856667,115.5856667,38.52855556,29.61766667,167.5276667,29.61766667,208.7804553,31.3170683,125.2682732,205.54,87.7843,10.43902277,41.75609106,83.51218212
7362,521.337,109.5793333,109.5793333,36.52644444,21.017,126.4613333,21.017,211.9975099,31.79962649,127.1985059,238.962,89.13695,10.5998755,42.39950198,84.79900396
7363,520.666,105.8236667,105.8236667,35.27455556,32.89233333,131.2526667,32.89233333,217.8656942,32.67985413,130.7194165,269.531,91.6043,10.89328471,43.57313884,87.14627768
7364,434.466,96.28333333,96.28333333,32.09444444,32.89233333,113.8186667,32.89233333,213.4993094,32.02489641,128.0995856,291.325,89.7684,10.67496547,42.69986188,85.39972376
7365,415.951,67.87933333,67.87933333,22.62644444,32.89233333,113.3516667,32.89233333,190.2349141,28.53523712,114.1409485,278.146,79.9866,9.511745705,38.04698282,76.09396564
7366,366.269,45.37633333,45.37633333,15.12544444,32.89233333,40.896,32.89233333,159.898897,23.98483455,95.9393382,218.857,67.23145,7.99494485,31.9797794,63.9595588
7367,366.732,54.218,54.218,18.07266667,32.89233333,37.28666667,32.89233333,129.447055,19.41705825,77.668233,160.42,54.4276,6.47235275,25.889411,51.778822
7368,361.093,48.113,48.113,16.03766667,32.89233333,37.28666667,32.89233333,99.89374789,14.98406218,59.93624873,138.255,42.00155,4.994687395,19.97874958,39.95749916
7369,361.646,44.336,44.336,14.77866667,32.89233333,32.68833333,32.89233333,89.6103039,13.44154559,53.76618234,138.134,37.67775,4.480515195,17.92206078,35.84412156
7370,357.638,43.63366667,43.63366667,14.54455556,32.89233333,32.68833333,32.89233333,86.04196928,12.90629539,51.62518157,121.386,36.1774,4.302098464,17.20839386,34.41678771
7371,352.592,43.444,43.444,14.48133333,32.89233333,32.68833333,32.89233333,79.13802012,11.87070302,47.48281207,117.929,33.27455,3.956901006,15.82760402,31.65520805
7372,366.298,46.13033333,46.13033333,15.37677778,32.89233333,32.68833333,32.89233333,83.66791549,12.55018732,50.20074929,118.512,35.1792,4.183395775,16.7335831,33.4671662
7373,363.06,45.79566667,45.79566667,15.26522222,32.89233333,32.68833333,32.89233333,98.97606741,14.84641011,59.38564045,124.501,41.6157,4.948803371,19.79521348,39.59042696
7374,403.092,58.77033333,58.77033333,19.59011111,32.89233333,94.09533333,32.89233333,120.4587332,18.06880998,72.27523992,176.109,50.64835,6.02293666,24.09174664,48.18349328
7375,476.577,62.73166667,62.73166667,20.91055556,31.40833333,90.39166667,31.40833333,121.1282345,18.16923518,72.6769407,201.265,50.92985,6.056411725,24.2256469,48.4512938
7376,468.627,83.317,83.317,27.77233333,21.72566667,113.434,21.72566667,107.6756593,16.1513489,64.60539558,259.309,45.27355,5.383782965,21.53513186,43.07026372
7377,526.466,97.84466667,97.84466667,32.61488889,35.83933333,115.3356667,35.83933333,143.4937381,21.52406072,86.09624286,248.571,60.3337,7.174686905,28.69874762,57.39749524
7378,536.362,112.5506667,112.5506667,37.51688889,35.83933333,116.9873333,35.83933333,150.9897738,22.64846607,90.59386428,197.102,63.4855,7.54948869,30.19795476,60.39590952
7379,545.463,120.7743333,120.7743333,40.25811111,35.88766667,125.9196667,35.88766667,193.7818437,29.06727656,116.2691062,204.984,81.47795,9.689092185,38.75636874,77.51273748
7380,524.084,120.338,120.338,40.11266667,19.533,122.8306667,19.533,190.057847,28.50867705,114.0347082,200.153,79.91215,9.50289235,38.0115694,76.0231388
7381,510.597,122.0616667,122.0616667,40.68722222,19.533,120.4846667,19.533,185.9334578,27.89001867,111.5600747,199.919,78.178,9.29667289,37.18669156,74.37338312
7382,504.736,120.8116667,120.8116667,40.27055556,19.533,84.53533333,19.533,179.0381895,26.85572843,107.4229137,197.261,75.2788,8.951909475,35.8076379,71.6152758
7383,459.499,118.817,118.817,39.60566667,19.533,83.42,19.533,159.4816181,23.92224272,95.68897086,185.302,67.056,7.974080905,31.89632362,63.79264724
7384,461.469,116.457,116.457,38.819,9.141666667,84.59933333,9.141666667,161.5005866,24.22508799,96.90035196,180.745,67.9049,8.07502933,32.30011732,64.60023464
7385,437.427,114.539,114.539,38.17966667,9.141666667,73.791,9.141666667,188.7509521,28.31264282,113.2505713,192.452,79.36265,9.437547605,37.75019042,75.50038084
7386,408.489,102.6073333,102.6073333,34.20244444,21.017,25.05,21.017,220.0344977,33.00517466,132.0206986,257.928,92.5162,11.00172489,44.00689954,88.01379908
7387,406.278,89.686,89.686,29.89533333,32.89233333,32.68833333,32.89233333,223.8781246,33.58171869,134.3268748,281.126,94.1323,11.19390623,44.77562492,89.55124984
7388,339.34,84.24066667,84.24066667,28.08022222,32.89233333,32.68833333,32.89233333,214.9318994,32.23978491,128.9591396,292.072,90.37075,10.74659497,42.98637988,85.97275976
7389,338.744,61.26366667,61.26366667,20.42122222,32.89233333,32.68833333,32.89233333,183.6419322,27.54628983,110.1851593,284.204,77.2145,9.18209661,36.72838644,73.45677288
7390,322.819,43.94,43.94,14.64666667,32.89233333,32.68833333,32.89233333,148.3947727,22.25921591,89.03686362,230.232,62.3944,7.419738635,29.67895454,59.35790908
7391,323.365,53.14933333,53.14933333,17.71644444,32.89233333,32.68833333,32.89233333,120.2394507,18.03591761,72.14367042,165.171,50.55615,6.011972535,24.04789014,48.09578028
7392,317.417,47.119,47.119,15.70633333,32.89233333,32.68833333,32.89233333,97.19267306,14.57890096,58.31560384,142.977,40.86585,4.859633653,19.43853461,38.87706922
7393,309.35,43.78433333,43.78433333,14.59477778,32.89233333,32.68833333,32.89233333,86.70041127,13.00506169,52.02024676,138.437,36.45425,4.335020564,17.34008225,34.68016451
7394,309.515,43.40733333,43.40733333,14.46911111,32.89233333,32.68833333,32.89233333,81.6782006,12.25173009,49.00692036,121.006,34.3426,4.08391003,16.33564012,32.67128024
7395,309.683,43.36166667,43.36166667,14.45388889,32.89233333,32.68833333,32.89233333,79.62688684,11.94403303,47.7761321,118.994,33.4801,3.981344342,15.92537737,31.85075474
7396,325.855,45.896,45.896,15.29866667,32.89233333,32.68833333,32.89233333,85.13594264,12.7703914,51.08156558,119.729,35.79645,4.256797132,17.02718853,34.05437706
7397,325.937,45.62433333,45.62433333,15.20811111,32.89233333,32.68833333,32.89233333,101.9343591,15.29015387,61.16061546,126.817,42.85955,5.096717955,20.38687182,40.77374364
7398,372.118,58.602,58.602,19.534,32.89233333,32.68833333,32.89233333,124.3322082,18.64983123,74.59932492,178.554,52.277,6.21661041,24.86644164,49.73288328
7399,375.64,62.69066667,62.69066667,20.89688889,21.017,25.05,21.017,125.2330025,18.78495038,75.1398015,203.771,52.65575,6.261650125,25.0466005,50.093201
7400,407.048,70.74833333,70.74833333,23.58277778,9.141666667,17.412,9.141666667,117.5261275,17.62891913,70.5156765,263.438,49.4153,5.876306375,23.5052255,47.010451
7401,406.595,65.896,65.896,21.96533333,9.141666667,36.33433333,9.141666667,139.4326126,20.91489189,83.65956756,248.518,58.62615,6.97163063,27.88652252,55.77304504
7402,418.475,83.49466667,83.49466667,27.83155556,9.141666667,51.05233333,9.141666667,187.1762566,28.07643849,112.305754,211.774,78.70055,9.35881283,37.43525132,74.87050264
7403,429.604,90.95333333,90.95333333,30.31777778,9.141666667,59.10033333,9.141666667,204.8711864,30.73067796,122.9227118,208.027,86.1406,10.24355932,40.97423728,81.94847456
7404,437.866,103.4513333,103.4513333,34.48377778,9.141666667,53.50266667,9.141666667,228.3893501,34.25840252,137.0336101,221.028,96.0291,11.41946751,45.67787002,91.35574004
7405,441.204,106.1686667,106.1686667,35.38955556,9.141666667,64.93666667,9.141666667,235.2686835,35.29030253,141.1612101,227.104,98.9216,11.76343418,47.0537367,94.1074734
7406,445.284,102.5963333,102.5963333,34.19877778,9.141666667,51.242,9.141666667,212.9016339,31.93524509,127.7409803,211.751,89.5171,10.6450817,42.58032678,85.16065356
7407,447.272,100.3283333,100.3283333,33.44277778,9.141666667,57.95733333,9.141666667,206.6439972,30.99659958,123.9863983,204.647,86.886,10.33219986,41.32879944,82.65759888
7408,435.385,100.942,100.942,33.64733333,9.141666667,50.11933333,9.141666667,246.5581631,36.98372447,147.9348979,214.893,103.6684,12.32790816,49.31163262,98.62326524
7409,405.926,85.77333333,85.77333333,28.59111111,9.141666667,48.506,9.141666667,247.2213617,37.08320426,148.332817,215.256,103.94725,12.36106809,49.44427234,98.88854468
7410,378.857,84.65633333,84.65633333,28.21877778,21.017,31.15266667,21.017,244.1000351,36.61500527,146.4600211,267.497,102.63485,12.20500176,48.82000702,97.64001404
7411,378.232,84.15,84.15,28.05,32.89233333,32.68833333,32.89233333,243.6368544,36.54552816,146.1821126,289.584,102.4401,12.18184272,48.72737088,97.45474176
7412,362.412,79.37466667,79.37466667,26.45822222,32.89233333,32.68833333,32.89233333,231.5363627,34.73045441,138.9218176,298.963,97.3523,11.57681814,46.30727254,92.61454508
7413,362.085,71.188,71.188,23.72933333,32.89233333,32.68833333,32.89233333,202.5345914,30.38018871,121.5207548,292.319,85.15815,10.12672957,40.50691828,81.01383656
